question_id,permutation_idx,model,predicted_answer,correct_position,original_correct,is_correct,prob_A,prob_B,prob_C,prob_D,sample_count_A,sample_count_B,sample_count_C,sample_count_D,total_valid_samples,question,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q6,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,1,B,1
q6,1,mistral-small3.2:24b,A,A,B,1,0.9333333333333332,0.0,0.0,0.0666666666666666,14,0,0,1,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,1,A,1
q6,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,1,D,1
q6,3,mistral-small3.2:24b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,1,C,1
q7,0,mistral-small3.2:24b,C,D,D,0,0.0,0.0,1.0,0.0,0,0,15,0,15,There was a growth in income inequality in the 1980s because:,0,C,0
q7,1,mistral-small3.2:24b,B,C,D,0,0.0,1.0,0.0,0.0,0,15,0,0,15,There was a growth in income inequality in the 1980s because:,0,B,0
q7,2,mistral-small3.2:24b,A,B,D,0,0.4666666666666667,0.4666666666666667,0.0,0.0666666666666666,7,7,0,1,15,There was a growth in income inequality in the 1980s because:,0,B,1
q7,3,mistral-small3.2:24b,D,A,D,0,0.0,0.0,0.0,1.0,0,0,0,15,15,There was a growth in income inequality in the 1980s because:,0,D,0
q8,0,mistral-small3.2:24b,C,B,B,0,0.0,0.0,1.0,0.0,0,0,15,0,15,"If a deviant act is 'normalized', it is:",0,C,0
q8,1,mistral-small3.2:24b,B,A,B,0,0.0,1.0,0.0,0.0,0,15,0,0,15,"If a deviant act is 'normalized', it is:",0,B,0
q8,2,mistral-small3.2:24b,A,D,B,0,1.0,0.0,0.0,0.0,15,0,0,0,15,"If a deviant act is 'normalized', it is:",0,A,0
q8,3,mistral-small3.2:24b,D,C,B,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"If a deviant act is 'normalized', it is:",0,D,0
q9,0,mistral-small3.2:24b,B,A,A,0,0.2666666666666666,0.7333333333333333,0.0,0.0,4,11,0,0,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",0,B,0
q9,1,mistral-small3.2:24b,A,D,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",0,A,0
q9,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,0.5333333333333333,0.4666666666666667,0,0,8,7,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",1,C,1
q9,3,mistral-small3.2:24b,C,B,A,0,0.0,0.2,0.8,0.0,0,3,12,0,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",0,C,0
q10,0,mistral-small3.2:24b,B,C,C,0,0.0,0.8666666666666667,0.0,0.1333333333333333,0,13,0,2,15,Marxist feminists explain patriarchy in terms of:,0,B,0
q10,1,mistral-small3.2:24b,A,B,C,0,0.5333333333333333,0.0,0.4666666666666667,0.0,8,0,7,0,15,Marxist feminists explain patriarchy in terms of:,0,C,0
q10,2,mistral-small3.2:24b,B,A,C,0,0.0,1.0,0.0,0.0,0,15,0,0,15,Marxist feminists explain patriarchy in terms of:,0,B,0
q10,3,mistral-small3.2:24b,C,D,C,0,0.4666666666666667,0.0,0.5333333333333333,0.0,7,0,8,0,15,Marxist feminists explain patriarchy in terms of:,0,C,0
q11,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,B,1
q11,1,mistral-small3.2:24b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,A,1
q11,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,D,1
q11,3,mistral-small3.2:24b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,C,1
q12,0,mistral-small3.2:24b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Anti-psychiatrists like Laing & Esterson believed that:,1,D,1
q12,1,mistral-small3.2:24b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Anti-psychiatrists like Laing & Esterson believed that:,1,C,1
q12,2,mistral-small3.2:24b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Anti-psychiatrists like Laing & Esterson believed that:,1,B,1
q12,3,mistral-small3.2:24b,A,A,D,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Anti-psychiatrists like Laing & Esterson believed that:,1,A,1
q13,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,A,1
q13,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,D,1
q13,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,C,1
q13,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,B,1
q14,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In contemporary societies, social institutions are:",1,A,1
q14,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"In contemporary societies, social institutions are:",1,D,1
q14,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"In contemporary societies, social institutions are:",1,C,1
q14,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In contemporary societies, social institutions are:",1,B,1
q15,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The term 'emotion work' (Hochschild 1983) refers to:,1,A,1
q15,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The term 'emotion work' (Hochschild 1983) refers to:,1,D,1
q15,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The term 'emotion work' (Hochschild 1983) refers to:,1,C,1
q15,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The term 'emotion work' (Hochschild 1983) refers to:,1,B,1
q17,0,mistral-small3.2:24b,B,A,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",0,B,0
q17,1,mistral-small3.2:24b,A,D,A,0,0.5333333333333333,0.0,0.0,0.4666666666666667,8,0,0,7,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",0,D,1
q17,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",1,C,1
q17,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",1,B,1
q18,0,mistral-small3.2:24b,B,A,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,An ecclesia is:,0,B,0
q18,1,mistral-small3.2:24b,A,D,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,An ecclesia is:,0,A,0
q18,2,mistral-small3.2:24b,D,C,A,0,0.1333333333333333,0.0,0.0,0.8666666666666667,2,0,0,13,15,An ecclesia is:,0,D,0
q18,3,mistral-small3.2:24b,C,B,A,0,0.0,0.0,1.0,0.0,0,0,15,0,15,An ecclesia is:,0,C,0
q19,0,mistral-small3.2:24b,C,A,A,0,0.0,0.0,1.0,0.0,0,0,15,0,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,C,0
q19,1,mistral-small3.2:24b,B,D,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,B,0
q19,2,mistral-small3.2:24b,A,C,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,A,0
q19,3,mistral-small3.2:24b,D,B,A,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,D,0
q20,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Sutherland's study of the 'professional thief' suggested that:,1,A,1
q20,1,mistral-small3.2:24b,D,D,A,1,0.0,0.4,0.0,0.6,0,6,0,9,15,Sutherland's study of the 'professional thief' suggested that:,1,D,1
q20,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Sutherland's study of the 'professional thief' suggested that:,1,C,1
q20,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Sutherland's study of the 'professional thief' suggested that:,1,B,1
q21,0,mistral-small3.2:24b,A,C,C,0,1.0,0.0,0.0,0.0,15,0,0,0,15,Which of the following policies did the New Labour government not pursue?,0,A,0
q21,1,mistral-small3.2:24b,D,B,C,0,0.0,0.0,0.0,1.0,0,0,0,15,15,Which of the following policies did the New Labour government not pursue?,0,D,0
q21,2,mistral-small3.2:24b,C,A,C,0,0.0,0.0,1.0,0.0,0,0,15,0,15,Which of the following policies did the New Labour government not pursue?,0,C,0
q21,3,mistral-small3.2:24b,B,D,C,0,0.0,1.0,0.0,0.0,0,15,0,0,15,Which of the following policies did the New Labour government not pursue?,0,B,0
q22,0,mistral-small3.2:24b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"Stone's research suggests that prior to industrialization, the nuclear family:",1,C,1
q22,1,mistral-small3.2:24b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"Stone's research suggests that prior to industrialization, the nuclear family:",1,B,1
q22,2,mistral-small3.2:24b,C,A,C,0,0.0,0.0,1.0,0.0,0,0,15,0,15,"Stone's research suggests that prior to industrialization, the nuclear family:",0,C,0
q22,3,mistral-small3.2:24b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"Stone's research suggests that prior to industrialization, the nuclear family:",1,D,1
q23,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,B,1
q23,1,mistral-small3.2:24b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,A,1
q23,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,D,1
q23,3,mistral-small3.2:24b,C,C,B,1,0.0666666666666666,0.0,0.9333333333333332,0.0,1,0,14,0,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,C,1
q24,0,mistral-small3.2:24b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Mosca and Pareto identified the ruling elite as:,1,D,1
q24,1,mistral-small3.2:24b,C,C,D,1,0.0,0.1333333333333333,0.8666666666666667,0.0,0,2,13,0,15,Mosca and Pareto identified the ruling elite as:,1,C,1
q24,2,mistral-small3.2:24b,A,B,D,0,0.6,0.0,0.4,0.0,9,0,6,0,15,Mosca and Pareto identified the ruling elite as:,0,A,0
q24,3,mistral-small3.2:24b,B,A,D,0,0.0,0.5333333333333333,0.0,0.4666666666666667,0,8,0,7,15,Mosca and Pareto identified the ruling elite as:,0,B,0
q25,0,mistral-small3.2:24b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Bourdieu attributed the reproduction of class to:,1,C,1
q25,1,mistral-small3.2:24b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Bourdieu attributed the reproduction of class to:,1,B,1
q25,2,mistral-small3.2:24b,A,A,C,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Bourdieu attributed the reproduction of class to:,1,A,1
q25,3,mistral-small3.2:24b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Bourdieu attributed the reproduction of class to:,1,D,1
q26,0,mistral-small3.2:24b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Secularization involves the two related ideas of:,1,C,1
q26,1,mistral-small3.2:24b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Secularization involves the two related ideas of:,1,B,1
q26,2,mistral-small3.2:24b,A,A,C,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Secularization involves the two related ideas of:,1,A,1
q26,3,mistral-small3.2:24b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Secularization involves the two related ideas of:,1,D,1
q27,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The general fertility rate fell between 1964 and 2000 because of:,1,A,1
q27,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The general fertility rate fell between 1964 and 2000 because of:,1,D,1
q27,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The general fertility rate fell between 1964 and 2000 because of:,1,C,1
q27,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The general fertility rate fell between 1964 and 2000 because of:,1,B,1
q28,0,mistral-small3.2:24b,A,A,A,1,0.8,0.2,0.0,0.0,12,3,0,0,15,Howard's idea of the garden city consisted of:,1,A,1
q28,1,mistral-small3.2:24b,D,D,A,1,0.1333333333333333,0.0,0.0,0.8666666666666667,2,0,0,13,15,Howard's idea of the garden city consisted of:,1,D,1
q28,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Howard's idea of the garden city consisted of:,1,C,1
q28,3,mistral-small3.2:24b,B,B,A,1,0.0,0.8666666666666667,0.1333333333333333,0.0,0,13,2,0,15,Howard's idea of the garden city consisted of:,1,B,1
q29,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The 'third age' of the life course is said to involve:,1,A,1
q29,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The 'third age' of the life course is said to involve:,1,D,1
q29,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The 'third age' of the life course is said to involve:,1,C,1
q29,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The 'third age' of the life course is said to involve:,1,B,1
q30,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,B,1
q30,1,mistral-small3.2:24b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,A,1
q30,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,D,1
q30,3,mistral-small3.2:24b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,C,1
q32,0,mistral-small3.2:24b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The shift from custodial to joint parenthood after divorce means that:,1,C,1
q32,1,mistral-small3.2:24b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The shift from custodial to joint parenthood after divorce means that:,1,B,1
q32,2,mistral-small3.2:24b,A,A,C,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The shift from custodial to joint parenthood after divorce means that:,1,A,1
q32,3,mistral-small3.2:24b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The shift from custodial to joint parenthood after divorce means that:,1,D,1
q33,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,B,1
q33,1,mistral-small3.2:24b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,A,1
q33,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,D,1
q33,3,mistral-small3.2:24b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,C,1
q34,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,A,1
q34,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,D,1
q34,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,C,1
q34,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,B,1
q35,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In their study of depression, Brown & Harris (1978) found that:",1,A,1
q35,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"In their study of depression, Brown & Harris (1978) found that:",1,D,1
q35,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"In their study of depression, Brown & Harris (1978) found that:",1,C,1
q35,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In their study of depression, Brown & Harris (1978) found that:",1,B,1
q36,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The alternative form of 'network organization' means that:,1,A,1
q36,1,mistral-small3.2:24b,D,D,A,1,0.0,0.1333333333333333,0.0,0.8666666666666667,0,2,0,13,15,The alternative form of 'network organization' means that:,1,D,1
q36,2,mistral-small3.2:24b,A,C,A,0,0.6666666666666666,0.0,0.3333333333333333,0.0,10,0,5,0,15,The alternative form of 'network organization' means that:,0,A,0
q36,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The alternative form of 'network organization' means that:,1,B,1
q37,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Margaret Mead suggested that:,1,A,1
q37,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Margaret Mead suggested that:,1,D,1
q37,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Margaret Mead suggested that:,1,C,1
q37,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Margaret Mead suggested that:,1,B,1
q38,0,mistral-small3.2:24b,C,D,D,0,0.0,0.0,1.0,0.0,0,0,15,0,15,The term 'secondary deviation' refers to:,0,C,0
q38,1,mistral-small3.2:24b,B,C,D,0,0.0,1.0,0.0,0.0,0,15,0,0,15,The term 'secondary deviation' refers to:,0,B,0
q38,2,mistral-small3.2:24b,A,B,D,0,1.0,0.0,0.0,0.0,15,0,0,0,15,The term 'secondary deviation' refers to:,0,A,0
q38,3,mistral-small3.2:24b,D,A,D,0,0.0,0.0,0.0,1.0,0,0,0,15,15,The term 'secondary deviation' refers to:,0,D,0
q39,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The effect of the Internet upon the public sphere has been to:,1,B,1
q39,1,mistral-small3.2:24b,A,A,B,1,0.6666666666666666,0.0,0.3333333333333333,0.0,10,0,5,0,15,The effect of the Internet upon the public sphere has been to:,1,A,1
q39,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The effect of the Internet upon the public sphere has been to:,1,D,1
q39,3,mistral-small3.2:24b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The effect of the Internet upon the public sphere has been to:,1,C,1
q40,0,mistral-small3.2:24b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,D,1
q40,1,mistral-small3.2:24b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,C,1
q40,2,mistral-small3.2:24b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,B,1
q40,3,mistral-small3.2:24b,A,A,D,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,A,1
q41,0,mistral-small3.2:24b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The terms 'crisis of the 1970s' is used to refer to:,1,A,1
q41,1,mistral-small3.2:24b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The terms 'crisis of the 1970s' is used to refer to:,1,D,1
q41,2,mistral-small3.2:24b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The terms 'crisis of the 1970s' is used to refer to:,1,C,1
q41,3,mistral-small3.2:24b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The terms 'crisis of the 1970s' is used to refer to:,1,B,1
q42,0,mistral-small3.2:24b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The Macpherson Report highlighted the increasing problem of:,1,B,1
q42,1,mistral-small3.2:24b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The Macpherson Report highlighted the increasing problem of:,1,A,1
q42,2,mistral-small3.2:24b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The Macpherson Report highlighted the increasing problem of:,1,D,1
q42,3,mistral-small3.2:24b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The Macpherson Report highlighted the increasing problem of:,1,C,1
q43,0,mistral-small3.2:24b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,1,C,1
q43,1,mistral-small3.2:24b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,1,B,1
q43,2,mistral-small3.2:24b,B,A,C,0,0.4666666666666667,0.5333333333333333,0.0,0.0,7,8,0,0,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,0,B,0
q43,3,mistral-small3.2:24b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,1,D,1
q44,0,mistral-small3.2:24b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Environmentalist social movements are global in the sense that:,1,D,1
q44,1,mistral-small3.2:24b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Environmentalist social movements are global in the sense that:,1,C,1
q44,2,mistral-small3.2:24b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Environmentalist social movements are global in the sense that:,1,B,1
q44,3,mistral-small3.2:24b,A,A,D,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Environmentalist social movements are global in the sense that:,1,A,1
