question_id,permutation_idx,model,predicted_answer,correct_position,original_correct,is_correct,prob_A,prob_B,prob_C,prob_D,sample_count_A,sample_count_B,sample_count_C,sample_count_D,total_valid_samples,question,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q6,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,1,B,1
q6,1,gemma3:12b,D,A,B,0,0.0,0.0,0.0,1.0,0,0,0,15,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,0,D,0
q6,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,1,D,1
q6,3,gemma3:12b,D,C,B,0,0.0,0.0,0.0,1.0,0,0,0,15,15,The concept of gemeinschaft developed by Ferdinand Tönnies describes basically the same relational characteristics as,0,D,0
q7,0,gemma3:12b,C,D,D,0,0.0,0.0,1.0,0.0,0,0,15,0,15,There was a growth in income inequality in the 1980s because:,0,C,0
q7,1,gemma3:12b,B,C,D,0,0.0,1.0,0.0,0.0,0,15,0,0,15,There was a growth in income inequality in the 1980s because:,0,B,0
q7,2,gemma3:12b,A,B,D,0,1.0,0.0,0.0,0.0,15,0,0,0,15,There was a growth in income inequality in the 1980s because:,0,A,0
q7,3,gemma3:12b,D,A,D,0,0.0,0.0,0.0,1.0,0,0,0,15,15,There was a growth in income inequality in the 1980s because:,0,D,0
q8,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"If a deviant act is 'normalized', it is:",1,B,1
q8,1,gemma3:12b,D,A,B,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"If a deviant act is 'normalized', it is:",0,D,0
q8,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"If a deviant act is 'normalized', it is:",1,D,1
q8,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"If a deviant act is 'normalized', it is:",1,C,1
q9,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",1,A,1
q9,1,gemma3:12b,A,D,A,0,0.6666666666666666,0.0,0.0,0.3333333333333333,10,0,0,5,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",0,A,0
q9,2,gemma3:12b,D,C,A,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",0,D,0
q9,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In the debate about the 'managerial revolution', John Scott (1997) argued that:",1,B,1
q10,0,gemma3:12b,D,C,C,0,0.0,0.0,0.0,1.0,0,0,0,15,15,Marxist feminists explain patriarchy in terms of:,0,D,0
q10,1,gemma3:12b,C,B,C,0,0.0,0.0,1.0,0.0,0,0,15,0,15,Marxist feminists explain patriarchy in terms of:,0,C,0
q10,2,gemma3:12b,B,A,C,0,0.0,1.0,0.0,0.0,0,15,0,0,15,Marxist feminists explain patriarchy in terms of:,0,B,0
q10,3,gemma3:12b,A,D,C,0,1.0,0.0,0.0,0.0,15,0,0,0,15,Marxist feminists explain patriarchy in terms of:,0,A,0
q11,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,B,1
q11,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,A,1
q11,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,D,1
q11,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':,1,C,1
q12,0,gemma3:12b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Anti-psychiatrists like Laing & Esterson believed that:,1,D,1
q12,1,gemma3:12b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Anti-psychiatrists like Laing & Esterson believed that:,1,C,1
q12,2,gemma3:12b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Anti-psychiatrists like Laing & Esterson believed that:,1,B,1
q12,3,gemma3:12b,A,A,D,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Anti-psychiatrists like Laing & Esterson believed that:,1,A,1
q13,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,A,1
q13,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,D,1
q13,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,C,1
q13,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Butler & Stokes (1969) suggested that working class support for the Labour Party arose from:,1,B,1
q14,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In contemporary societies, social institutions are:",1,A,1
q14,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"In contemporary societies, social institutions are:",1,D,1
q14,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"In contemporary societies, social institutions are:",1,C,1
q14,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In contemporary societies, social institutions are:",1,B,1
q15,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The term 'emotion work' (Hochschild 1983) refers to:,1,A,1
q15,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The term 'emotion work' (Hochschild 1983) refers to:,1,D,1
q15,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The term 'emotion work' (Hochschild 1983) refers to:,1,C,1
q15,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The term 'emotion work' (Hochschild 1983) refers to:,1,B,1
q17,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",1,A,1
q17,1,gemma3:12b,A,D,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",0,A,0
q17,2,gemma3:12b,D,C,A,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",0,D,0
q17,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",1,B,1
q18,0,gemma3:12b,B,A,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,An ecclesia is:,0,B,0
q18,1,gemma3:12b,A,D,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,An ecclesia is:,0,A,0
q18,2,gemma3:12b,D,C,A,0,0.0,0.0,0.0,1.0,0,0,0,15,15,An ecclesia is:,0,D,0
q18,3,gemma3:12b,C,B,A,0,0.0,0.0,1.0,0.0,0,0,15,0,15,An ecclesia is:,0,C,0
q19,0,gemma3:12b,C,A,A,0,0.0,0.0,1.0,0.0,0,0,15,0,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,C,0
q19,1,gemma3:12b,B,D,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,B,0
q19,2,gemma3:12b,A,C,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,A,0
q19,3,gemma3:12b,D,B,A,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",0,D,0
q20,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Sutherland's study of the 'professional thief' suggested that:,1,A,1
q20,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Sutherland's study of the 'professional thief' suggested that:,1,D,1
q20,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Sutherland's study of the 'professional thief' suggested that:,1,C,1
q20,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Sutherland's study of the 'professional thief' suggested that:,1,B,1
q21,0,gemma3:12b,A,C,C,0,0.5333333333333333,0.0,0.0,0.4666666666666667,8,0,0,7,15,Which of the following policies did the New Labour government not pursue?,0,A,0
q21,1,gemma3:12b,D,B,C,0,0.0,0.4666666666666667,0.0,0.5333333333333333,0,7,0,8,15,Which of the following policies did the New Labour government not pursue?,0,D,0
q21,2,gemma3:12b,C,A,C,0,0.0,0.0,1.0,0.0,0,0,15,0,15,Which of the following policies did the New Labour government not pursue?,0,C,0
q21,3,gemma3:12b,A,D,C,0,1.0,0.0,0.0,0.0,15,0,0,0,15,Which of the following policies did the New Labour government not pursue?,0,A,0
q22,0,gemma3:12b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"Stone's research suggests that prior to industrialization, the nuclear family:",1,C,1
q22,1,gemma3:12b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"Stone's research suggests that prior to industrialization, the nuclear family:",1,B,1
q22,2,gemma3:12b,D,A,C,0,0.0,0.0,0.0,1.0,0,0,0,15,15,"Stone's research suggests that prior to industrialization, the nuclear family:",0,D,0
q22,3,gemma3:12b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"Stone's research suggests that prior to industrialization, the nuclear family:",1,D,1
q23,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,B,1
q23,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,A,1
q23,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,D,1
q23,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",1,C,1
q24,0,gemma3:12b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Mosca and Pareto identified the ruling elite as:,1,D,1
q24,1,gemma3:12b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Mosca and Pareto identified the ruling elite as:,1,C,1
q24,2,gemma3:12b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Mosca and Pareto identified the ruling elite as:,1,B,1
q24,3,gemma3:12b,D,A,D,0,0.0,0.0,0.0,1.0,0,0,0,15,15,Mosca and Pareto identified the ruling elite as:,0,D,0
q25,0,gemma3:12b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Bourdieu attributed the reproduction of class to:,1,C,1
q25,1,gemma3:12b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Bourdieu attributed the reproduction of class to:,1,B,1
q25,2,gemma3:12b,A,A,C,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Bourdieu attributed the reproduction of class to:,1,A,1
q25,3,gemma3:12b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Bourdieu attributed the reproduction of class to:,1,D,1
q26,0,gemma3:12b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Secularization involves the two related ideas of:,1,C,1
q26,1,gemma3:12b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Secularization involves the two related ideas of:,1,B,1
q26,2,gemma3:12b,A,A,C,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Secularization involves the two related ideas of:,1,A,1
q26,3,gemma3:12b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Secularization involves the two related ideas of:,1,D,1
q27,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The general fertility rate fell between 1964 and 2000 because of:,1,A,1
q27,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The general fertility rate fell between 1964 and 2000 because of:,1,D,1
q27,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The general fertility rate fell between 1964 and 2000 because of:,1,C,1
q27,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The general fertility rate fell between 1964 and 2000 because of:,1,B,1
q28,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Howard's idea of the garden city consisted of:,1,A,1
q28,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Howard's idea of the garden city consisted of:,1,D,1
q28,2,gemma3:12b,D,C,A,0,0.0,0.0,0.0,1.0,0,0,0,15,15,Howard's idea of the garden city consisted of:,0,D,0
q28,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Howard's idea of the garden city consisted of:,1,B,1
q29,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The 'third age' of the life course is said to involve:,1,A,1
q29,1,gemma3:12b,B,D,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,The 'third age' of the life course is said to involve:,0,B,0
q29,2,gemma3:12b,A,C,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,The 'third age' of the life course is said to involve:,0,A,0
q29,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The 'third age' of the life course is said to involve:,1,B,1
q30,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,B,1
q30,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,A,1
q30,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,D,1
q30,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Weber (1919) said that the state's monopoly of the use of force was legitimated by:,1,C,1
q32,0,gemma3:12b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The shift from custodial to joint parenthood after divorce means that:,1,C,1
q32,1,gemma3:12b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The shift from custodial to joint parenthood after divorce means that:,1,B,1
q32,2,gemma3:12b,A,A,C,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The shift from custodial to joint parenthood after divorce means that:,1,A,1
q32,3,gemma3:12b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The shift from custodial to joint parenthood after divorce means that:,1,D,1
q33,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,B,1
q33,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,A,1
q33,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,D,1
q33,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Émile Durkheim believed the primary focus of sociology should be which of the following?,1,C,1
q34,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,A,1
q34,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,D,1
q34,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,C,1
q34,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"The term ""sociology"" was coined in the early 1800s by which of the following?",1,B,1
q35,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In their study of depression, Brown & Harris (1978) found that:",1,A,1
q35,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"In their study of depression, Brown & Harris (1978) found that:",1,D,1
q35,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"In their study of depression, Brown & Harris (1978) found that:",1,C,1
q35,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In their study of depression, Brown & Harris (1978) found that:",1,B,1
q36,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The alternative form of 'network organization' means that:,1,A,1
q36,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The alternative form of 'network organization' means that:,1,D,1
q36,2,gemma3:12b,A,C,A,0,1.0,0.0,0.0,0.0,15,0,0,0,15,The alternative form of 'network organization' means that:,0,A,0
q36,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The alternative form of 'network organization' means that:,1,B,1
q37,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Margaret Mead suggested that:,1,A,1
q37,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Margaret Mead suggested that:,1,D,1
q37,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Margaret Mead suggested that:,1,C,1
q37,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Margaret Mead suggested that:,1,B,1
q38,0,gemma3:12b,C,D,D,0,0.0,0.0,1.0,0.0,0,0,15,0,15,The term 'secondary deviation' refers to:,0,C,0
q38,1,gemma3:12b,B,C,D,0,0.0,1.0,0.0,0.0,0,15,0,0,15,The term 'secondary deviation' refers to:,0,B,0
q38,2,gemma3:12b,A,B,D,0,1.0,0.0,0.0,0.0,15,0,0,0,15,The term 'secondary deviation' refers to:,0,A,0
q38,3,gemma3:12b,D,A,D,0,0.0,0.0,0.0,1.0,0,0,0,15,15,The term 'secondary deviation' refers to:,0,D,0
q39,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The effect of the Internet upon the public sphere has been to:,1,B,1
q39,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The effect of the Internet upon the public sphere has been to:,1,A,1
q39,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The effect of the Internet upon the public sphere has been to:,1,D,1
q39,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The effect of the Internet upon the public sphere has been to:,1,C,1
q40,0,gemma3:12b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,D,1
q40,1,gemma3:12b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,C,1
q40,2,gemma3:12b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,B,1
q40,3,gemma3:12b,A,A,D,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Weber said that the 'spirit of capitalism' could be traced back to:,1,A,1
q41,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The terms 'crisis of the 1970s' is used to refer to:,1,A,1
q41,1,gemma3:12b,D,D,A,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The terms 'crisis of the 1970s' is used to refer to:,1,D,1
q41,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The terms 'crisis of the 1970s' is used to refer to:,1,C,1
q41,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The terms 'crisis of the 1970s' is used to refer to:,1,B,1
q42,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,The Macpherson Report highlighted the increasing problem of:,1,B,1
q42,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,The Macpherson Report highlighted the increasing problem of:,1,A,1
q42,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,The Macpherson Report highlighted the increasing problem of:,1,D,1
q42,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,The Macpherson Report highlighted the increasing problem of:,1,C,1
q43,0,gemma3:12b,C,C,C,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,1,C,1
q43,1,gemma3:12b,B,B,C,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,1,B,1
q43,2,gemma3:12b,D,A,C,0,0.0,0.0,0.0,1.0,0,0,0,15,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,0,D,0
q43,3,gemma3:12b,D,D,C,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?,1,D,1
q44,0,gemma3:12b,D,D,D,1,0.0,0.0,0.0,1.0,0,0,0,15,15,Environmentalist social movements are global in the sense that:,1,D,1
q44,1,gemma3:12b,C,C,D,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Environmentalist social movements are global in the sense that:,1,C,1
q44,2,gemma3:12b,B,B,D,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Environmentalist social movements are global in the sense that:,1,B,1
q44,3,gemma3:12b,A,A,D,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Environmentalist social movements are global in the sense that:,1,A,1
q45,0,gemma3:12b,A,A,A,1,1.0,0.0,0.0,0.0,15,0,0,0,15,Chodorow (1978) argued that gender socialization occurred through:,1,A,1
q45,1,gemma3:12b,B,D,A,0,0.0,1.0,0.0,0.0,0,15,0,0,15,Chodorow (1978) argued that gender socialization occurred through:,0,B,0
q45,2,gemma3:12b,C,C,A,1,0.0,0.0,1.0,0.0,0,0,15,0,15,Chodorow (1978) argued that gender socialization occurred through:,1,C,1
q45,3,gemma3:12b,B,B,A,1,0.0,1.0,0.0,0.0,0,15,0,0,15,Chodorow (1978) argued that gender socialization occurred through:,1,B,1
q47,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In the 1960s, comprehensive schools did not eradicate class inequalities in education because:",1,B,1
q47,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In the 1960s, comprehensive schools did not eradicate class inequalities in education because:",1,A,1
q47,2,gemma3:12b,D,D,B,1,0.0,0.0,0.0,1.0,0,0,0,15,15,"In the 1960s, comprehensive schools did not eradicate class inequalities in education because:",1,D,1
q47,3,gemma3:12b,C,C,B,1,0.0,0.0,1.0,0.0,0,0,15,0,15,"In the 1960s, comprehensive schools did not eradicate class inequalities in education because:",1,C,1
q48,0,gemma3:12b,B,B,B,1,0.0,1.0,0.0,0.0,0,15,0,0,15,"In idealized views of science, the experimental method is said to involve:",1,B,1
q48,1,gemma3:12b,A,A,B,1,1.0,0.0,0.0,0.0,15,0,0,0,15,"In idealized views of science, the experimental method is said to involve:",1,A,1
