question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,confident,temperature,agent_1_ans,agent_2_ans,agent_3_ans
q23,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q23,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1,0.5,B,B,B
q24,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,D,gemma3:4b,0,0.5,D,B,B
q24,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,D,gemma3:4b,0,0.5,D,B,B
q24,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,D,gemma3:4b,0,0.5,D,B,B
q24,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,D,gemma3:4b,0,0.5,D,B,B
q26,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,C,C,gemma3:4b,0,0.5,C,B,B
q26,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,0,0.5,C,B,B
q26,2,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,C,gemma3:4b,0,0.5,C,B,B
q26,3,0.0,0.0,1.0,0.0,C,D,C,gemma3:4b,0,0.5,C,B,B
q25,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1,0.5,C,C,C
q25,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,1,0.5,C,C,C
q25,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:4b,1,0.5,C,C,C
q25,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1,0.5,C,C,C
q27,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:4b,1,0.5,A,A,A
q27,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,1,0.5,A,A,A
q27,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,1,0.5,A,A,A
q27,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,1,0.5,A,A,A
q28,0,0.0,1.0,0.0,0.0,B,A,A,gemma3:4b,1,0.5,B,B,B
q28,1,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,A,gemma3:4b,1,0.5,B,B,B
q28,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,gemma3:4b,1,0.5,B,B,B
q28,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,A,gemma3:4b,1,0.5,B,B,B
q30,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,gemma3:4b,0,0.5,C,C,B
q30,1,0.0,1.0,0.0,0.0,B,A,B,gemma3:4b,0,0.5,C,C,B
q30,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,0,0.5,C,C,B
q30,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,0,0.5,C,C,B
q29,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,A,gemma3:4b,0,0.5,A,D,A
q29,1,0.6666666666666666,0.0,0.0,0.3333333333333333,A,D,A,gemma3:4b,0,0.5,A,D,A
q29,2,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,A,gemma3:4b,0,0.5,A,D,A
q29,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,A,gemma3:4b,0,0.5,A,D,A
q32,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1,0.5,C,C,C
q32,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,1,0.5,C,C,C
q32,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:4b,1,0.5,C,C,C
q32,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1,0.5,C,C,C
q31,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1,0.5,D,D,D
q31,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,1,0.5,D,D,D
q31,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,1,0.5,D,D,D
q31,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:4b,1,0.5,D,D,D
q34,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,A,gemma3:4b,0,0.5,A,D,A
q34,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0,0.5,A,D,A
q34,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,0,0.5,A,D,A
q34,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,0,0.5,A,D,A
q33,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q33,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:4b,1,0.5,B,B,B
q33,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q33,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1,0.5,B,B,B
q35,0,0.0,1.0,0.0,0.0,B,A,A,gemma3:4b,0,0.5,B,D,B
q35,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,C,D,A,gemma3:4b,0,0.5,B,D,B
q35,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,C,A,gemma3:4b,0,0.5,B,D,B
q35,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,A,gemma3:4b,0,0.5,B,D,B
q36,0,0.0,0.0,1.0,0.0,C,A,A,gemma3:4b,1,0.5,C,C,C
q36,1,0.0,1.0,0.0,0.0,B,D,A,gemma3:4b,1,0.5,C,C,C
q36,2,1.0,0.0,0.0,0.0,A,C,A,gemma3:4b,1,0.5,C,C,C
q36,3,0.0,0.0,0.0,1.0,D,B,A,gemma3:4b,1,0.5,C,C,C
q37,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,A,gemma3:4b,0,0.5,D,A,A
q37,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0,0.5,D,A,A
q37,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,0,0.5,D,A,A
q37,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,0,0.5,D,A,A
q38,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:4b,1,0.5,B,B,B
q38,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,D,gemma3:4b,1,0.5,B,B,B
q38,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1,0.5,B,B,B
q38,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,1,0.5,B,B,B
q39,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,B,B,gemma3:4b,0,0.5,B,B,A
q39,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,B,gemma3:4b,0,0.5,B,B,A
q39,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,gemma3:4b,0,0.5,B,B,A
q39,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,B,gemma3:4b,0,0.5,B,B,A
q40,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1,0.5,D,D,D
q40,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,1,0.5,D,D,D
q40,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,gemma3:4b,1,0.5,D,D,D
q40,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:4b,1,0.5,D,D,D
q41,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,A,gemma3:4b,0,0.5,C,A,A
q41,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,A,gemma3:4b,0,0.5,C,A,A
q41,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,0,0.5,C,A,A
q41,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,0,0.5,C,A,A
q42,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q42,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:4b,1,0.5,B,B,B
q42,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q42,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1,0.5,B,B,B
q44,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,D,gemma3:4b,0,0.5,D,B,D
q44,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,D,gemma3:4b,0,0.5,D,B,D
q44,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,D,gemma3:4b,0,0.5,D,B,D
q44,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,0,0.5,D,B,D
q43,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1,0.5,C,C,C
q43,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,gemma3:4b,1,0.5,C,C,C
q43,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:4b,1,0.5,C,C,C
q43,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,gemma3:4b,1,0.5,C,C,C
q45,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,A,gemma3:4b,0,0.5,C,D,C
q45,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0,0.5,C,D,C
q45,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,0,0.5,C,D,C
q45,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,A,gemma3:4b,0,0.5,C,D,C
q46,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,A,gemma3:4b,0,0.5,B,C,C
q46,1,0.0,1.0,0.0,0.0,B,D,A,gemma3:4b,0,0.5,B,C,C
q46,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,C,A,gemma3:4b,0,0.5,B,C,C
q46,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,A,gemma3:4b,0,0.5,B,C,C
q47,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q47,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:4b,1,0.5,B,B,B
q47,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q47,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,B,gemma3:4b,1,0.5,B,B,B
q48,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q48,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:4b,1,0.5,B,B,B
q48,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q48,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1,0.5,B,B,B
q50,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1,0.5,C,C,C
q50,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,1,0.5,C,C,C
q50,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:4b,1,0.5,C,C,C
q50,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1,0.5,C,C,C
q49,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1,0.5,D,D,D
q49,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,1,0.5,D,D,D
q49,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1,0.5,D,D,D
q49,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,1,0.5,D,D,D
q52,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q52,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:4b,1,0.5,B,B,B
q52,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q52,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1,0.5,B,B,B
q51,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q51,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:4b,1,0.5,B,B,B
q51,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q51,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1,0.5,B,B,B
q53,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,gemma3:4b,0,0.5,C,B,C
q53,1,0.0,1.0,0.0,0.0,B,A,B,gemma3:4b,0,0.5,C,B,C
q53,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,0,0.5,C,B,C
q53,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,0,0.5,C,B,C
q54,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1,0.5,C,C,C
q54,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,1,0.5,C,C,C
q54,2,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,C,gemma3:4b,1,0.5,C,C,C
q54,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1,0.5,C,C,C
q55,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,A,gemma3:4b,0,0.5,B,D,B
q55,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,A,gemma3:4b,0,0.5,B,D,B
q55,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,A,gemma3:4b,0,0.5,B,D,B
q55,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,C,B,A,gemma3:4b,0,0.5,B,D,B
q56,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,C,gemma3:4b,0,0.5,A,A,C
q56,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,C,gemma3:4b,0,0.5,A,A,C
q56,2,0.0,0.0,1.0,0.0,C,A,C,gemma3:4b,0,0.5,A,A,C
q56,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,C,gemma3:4b,0,0.5,A,A,C
q57,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q57,1,0.6666666666666666,0.3333333333333333,0.0,0.0,A,A,B,gemma3:4b,1,0.5,B,B,B
q57,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q57,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,gemma3:4b,1,0.5,B,B,B
q58,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,gemma3:4b,0,0.5,C,D,C
q58,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,0,0.5,C,D,C
q58,2,0.0,0.0,0.0,1.0,D,A,C,gemma3:4b,0,0.5,C,D,C
q58,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,0,0.5,C,D,C
q60,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,B,gemma3:4b,0,0.5,B,C,B
q60,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,B,gemma3:4b,0,0.5,B,C,B
q60,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,0,0.5,B,C,B
q60,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,gemma3:4b,0,0.5,B,C,B
q59,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1,0.5,B,B,B
q59,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:4b,1,0.5,B,B,B
q59,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1,0.5,B,B,B
q59,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,gemma3:4b,1,0.5,B,B,B
q61,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,B,gemma3:4b,0,0.5,C,D,C
q61,1,0.0,1.0,0.0,0.0,B,A,B,gemma3:4b,0,0.5,C,D,C
q61,2,0.6666666666666666,0.3333333333333333,0.0,0.0,A,D,B,gemma3:4b,0,0.5,C,D,C
q61,3,0.0,0.0,0.0,1.0,D,C,B,gemma3:4b,0,0.5,C,D,C
q62,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,C,gemma3:4b,0,0.5,A,A,C
q62,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,gemma3:4b,0,0.5,A,A,C
q62,2,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,C,gemma3:4b,0,0.5,A,A,C
q62,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,C,gemma3:4b,0,0.5,A,A,C
q63,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1,0.5,D,D,D
q63,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,1,0.5,D,D,D
q63,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,1,0.5,D,D,D
q63,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:4b,1,0.5,D,D,D
q64,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1,0.5,C,C,C
q64,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,1,0.5,C,C,C
q64,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:4b,1,0.5,C,C,C
q64,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1,0.5,C,C,C
q65,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1,0.5,D,D,D
q65,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,1,0.5,D,D,D
q65,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,1,0.5,D,D,D
q65,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:4b,1,0.5,D,D,D
q67,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,D,gemma3:4b,0,0.5,D,B,B
q67,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,D,gemma3:4b,0,0.5,D,B,B
q67,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,0,0.5,D,B,B
q67,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,0,0.5,D,B,B
q68,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,D,D,gemma3:4b,0,0.5,C,C,A
q68,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,gemma3:4b,0,0.5,C,C,A
q68,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,B,D,gemma3:4b,0,0.5,C,C,A
q68,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:4b,0,0.5,C,C,A
q66,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,A,gemma3:4b,0,0.5,D,A,A
q66,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0,0.5,D,A,A
q66,2,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,A,gemma3:4b,0,0.5,D,A,A
q66,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,A,gemma3:4b,0,0.5,D,A,A
q70,0,0.0,1.0,0.0,0.0,B,A,A,gemma3:4b,1,0.5,B,B,B
q70,1,0.6666666666666666,0.0,0.0,0.3333333333333333,A,D,A,gemma3:4b,1,0.5,B,B,B
