question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,confident,temperature,agent_1_ans,agent_2_ans,agent_3_ans
q6,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q6,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q6,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q6,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q7,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q7,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q7,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q7,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q8,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q8,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q8,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q8,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q9,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q9,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q9,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q9,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q10,0,0.0,0.0,0.0,1.0,D,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q10,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q10,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q10,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,B
q11,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q11,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q11,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q11,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q12,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q12,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q12,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q12,3,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,1,0.7,,D,D
q13,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q13,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q13,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q13,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q14,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q14,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q14,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q14,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q15,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q15,1,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q15,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q15,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q16,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q16,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q16,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q16,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q17,0,0.0,1.0,0.0,0.0,B,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,B,B,B
q17,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,B,B,B
q17,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,B,B,B
q17,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,B,B,B
q18,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q18,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q18,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q18,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q19,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q19,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q19,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q19,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,B
q20,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q20,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q20,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q20,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q21,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,D,A
q21,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,D,A
q21,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,D,A
q21,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,,D,A
q22,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q22,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q22,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q22,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q23,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q23,1,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q23,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q23,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,1,0.7,,B,B
q24,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q24,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q24,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q24,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,D
q25,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q25,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q25,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q25,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q26,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q26,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q26,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q26,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q27,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,A
q27,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,A
q27,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,A
q27,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,A
q28,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q28,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q28,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q28,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q29,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q29,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q29,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q29,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,,A,A
q30,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q30,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q30,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q30,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,D,B,B
q31,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q31,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q31,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q31,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,D,D
q32,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q32,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q32,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q32,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q33,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q33,1,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q33,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q33,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q34,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q34,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q34,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q34,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q35,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q35,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q35,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q35,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q36,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,A,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q36,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,D,A,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q36,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q36,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,1,0.7,C,C,C
q37,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q37,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q37,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q37,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q38,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q38,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q38,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q38,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,,C,A
q39,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q39,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q39,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q39,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q40,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q40,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q40,2,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q40,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q41,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q41,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q41,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q41,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,A,A
q42,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q42,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q42,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q42,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q43,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q43,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q43,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q43,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,1,0.7,,C,C
q44,0,0.0,0.0,0.5,0.5,C,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q44,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q44,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q44,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,D
q45,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q45,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q45,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q45,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q46,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q46,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q46,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q46,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q47,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q47,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q47,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q47,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q48,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q48,1,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q48,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q48,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
q49,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,D,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q49,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q49,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q49,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,microsoft/Phi-3.5-mini-instruct,0,0.7,C,C,A
q50,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,C,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,C
q50,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,C
q50,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,D,A,C,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,C
q50,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,microsoft/Phi-3.5-mini-instruct,0,0.7,D,C,C
q51,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,microsoft/Phi-3.5-mini-instruct,0,0.7,C,B,B
