question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,model
q61,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q65,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,D,llama3.2:latest
q65,1,0.0,1.0,0.0,0.0,B,C,llama3.2:latest
q65,2,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q65,3,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q67,0,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q67,1,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q67,2,0.0,0.0,0.0,1.0,D,C,llama3.2:latest
q67,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q69,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,B,llama3.2:latest
q69,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q69,2,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q69,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q71,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,llama3.2:latest
q71,1,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q71,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q71,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q80,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest
q80,1,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q80,2,1.0,0.0,0.0,0.0,A,C,llama3.2:latest
q80,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q84,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,llama3.2:latest
q84,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q84,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q84,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q89,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q89,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q89,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q89,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q90,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,C,llama3.2:latest
q90,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q90,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q90,3,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q93,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q93,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q93,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q93,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q113,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest
q113,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q113,2,1.0,0.0,0.0,0.0,A,C,llama3.2:latest
q113,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q119,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q119,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q119,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q119,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q123,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,llama3.2:latest
q123,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q123,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q123,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q144,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,llama3.2:latest
q144,1,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q144,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q144,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q173,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,B,llama3.2:latest
q173,1,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q173,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q173,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest
q171,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q171,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q171,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q171,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q176,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q176,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q176,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q176,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q179,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q179,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q179,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q179,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q188,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q188,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q188,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q188,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q192,0,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q192,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q192,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q192,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q200,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q200,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q200,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q200,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q212,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q212,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q212,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q212,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q214,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,B,llama3.2:latest
q214,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest
q214,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q214,3,0.0,1.0,0.0,0.0,B,C,llama3.2:latest
q221,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest
q221,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q221,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q221,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q245,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q245,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q245,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q245,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q247,0,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q247,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q247,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q247,3,0.0,0.0,0.0,1.0,D,B,llama3.2:latest
q257,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,D,llama3.2:latest
q257,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q257,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q257,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q258,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,A,llama3.2:latest
q258,1,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q258,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q258,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q260,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q260,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q260,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q260,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q268,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,llama3.2:latest
q268,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q268,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q268,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q275,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q275,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q275,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q275,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q277,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q277,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q277,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q277,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q286,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q286,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q286,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q286,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q292,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q292,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q292,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q292,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q300,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q300,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q300,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q300,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q305,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q305,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q305,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q305,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q312,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q312,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q312,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q312,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q314,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q314,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q314,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q314,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q319,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q319,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q319,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q319,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q334,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q334,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q334,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q334,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q335,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,llama3.2:latest
q335,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q335,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q335,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q345,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,llama3.2:latest
q345,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q345,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q345,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q347,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,C,llama3.2:latest
q347,1,0.0,0.0,0.0,1.0,D,B,llama3.2:latest
q347,2,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q347,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q350,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q350,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q350,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q350,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q358,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q358,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q358,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q358,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q367,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q367,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q367,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q367,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q370,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,D,llama3.2:latest
q370,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q370,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q370,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q373,0,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q373,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q373,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q373,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q378,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,C,llama3.2:latest
q378,1,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q378,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q378,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q388,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,llama3.2:latest
q388,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q388,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q388,3,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q395,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,llama3.2:latest
q395,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q395,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q395,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q398,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,D,llama3.2:latest
q398,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q398,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q398,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q399,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q399,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q399,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q399,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q400,0,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q400,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q400,2,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q400,3,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q414,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q414,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q414,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q414,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q432,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q432,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q432,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q432,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q436,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q436,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q436,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q436,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q437,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q437,1,0.0,1.0,0.0,0.0,B,C,llama3.2:latest
q437,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q437,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q442,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,C,llama3.2:latest
q442,1,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q442,2,0.0,0.0,0.0,1.0,D,A,llama3.2:latest
q442,3,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q445,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,B,llama3.2:latest
q445,1,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q445,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q445,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q483,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,B,llama3.2:latest
q483,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest
q483,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q483,3,0.0,1.0,0.0,0.0,B,C,llama3.2:latest
q499,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q499,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q499,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q499,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q501,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q501,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q501,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q501,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q508,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q508,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q508,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q508,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q510,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q510,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q510,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q510,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q528,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,D,llama3.2:latest
q528,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q528,2,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q528,3,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q558,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,B,llama3.2:latest
q558,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest
q558,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q558,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q574,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,B,llama3.2:latest
q574,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q574,2,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q574,3,0.0,1.0,0.0,0.0,B,C,llama3.2:latest
q579,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,llama3.2:latest
q579,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q579,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q579,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q586,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q586,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q586,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q586,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q588,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,B,llama3.2:latest
q588,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q588,2,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q588,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q595,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,llama3.2:latest
q595,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q595,2,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q595,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q613,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q613,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q613,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q613,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q626,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q626,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q626,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q626,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q632,0,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q632,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q632,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q632,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q639,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q639,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q639,2,0.0,0.0,0.0,1.0,D,A,llama3.2:latest
q639,3,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q648,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q648,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q648,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q648,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q655,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q655,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q655,2,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q655,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest
q683,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,llama3.2:latest
q683,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q683,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q683,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest
q711,0,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q711,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q711,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q711,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest
q715,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q715,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q715,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q715,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q718,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q718,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q718,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q718,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q755,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,llama3.2:latest
q755,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q755,2,0.0,0.0,0.0,1.0,D,C,llama3.2:latest
q755,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q760,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,B,llama3.2:latest
q760,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest
q760,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q760,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest
q762,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,llama3.2:latest
q762,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q762,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q762,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest
q770,0,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q770,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest
q770,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest
q770,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest
q778,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,D,llama3.2:latest
q778,1,0.0,0.0,0.0,1.0,D,C,llama3.2:latest
q778,2,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q778,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest
q795,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,llama3.2:latest
q795,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest
q795,2,0.0,0.0,1.0,0.0,C,A,llama3.2:latest
q795,3,0.0,1.0,0.0,0.0,B,D,llama3.2:latest
q804,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest
q804,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q804,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q804,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q814,0,0.0,0.0,1.0,0.0,C,D,llama3.2:latest
q814,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest
q814,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q814,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest
q815,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest
q815,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest
