question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,model,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q71,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,llama3.2:latest,0,B,0
q71,1,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q71,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q71,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q80,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest,0,B,0
q80,1,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q80,2,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q80,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q84,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,llama3.2:latest,1,D,1
q84,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q84,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q84,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q89,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q89,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q89,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q89,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q113,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest,0,B,0
q113,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q113,2,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q113,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q119,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q119,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q119,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q119,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q123,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,llama3.2:latest,0,D,1
q123,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q123,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q123,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q144,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,llama3.2:latest,0,D,0
q144,1,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q144,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q144,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q173,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,B,llama3.2:latest,0,A,0
q173,1,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q173,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q173,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q171,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q171,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q171,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q171,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q176,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q176,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q176,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q176,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q179,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q179,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q179,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q179,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q188,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q188,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q188,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q188,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q200,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q200,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q200,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q200,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q214,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,B,llama3.2:latest,1,B,1
q214,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest,0,D,0
q214,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q214,3,0.0,1.0,0.0,0.0,B,C,llama3.2:latest,0,B,0
q221,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,llama3.2:latest,0,B,0
q221,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q221,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q221,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q245,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q245,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q245,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q245,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q247,0,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q247,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q247,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q247,3,0.0,0.0,0.0,1.0,D,B,llama3.2:latest,0,D,0
q258,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,A,llama3.2:latest,1,A,1
q258,1,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q258,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q258,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q260,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q260,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q260,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q260,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q268,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,llama3.2:latest,0,D,0
q268,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q268,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q268,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q275,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q275,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q275,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q275,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q277,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q277,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q277,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q277,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q286,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q286,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q286,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q286,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q292,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q292,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q292,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q292,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q300,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q300,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q300,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q300,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q305,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q305,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q305,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q305,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q312,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q312,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q312,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q312,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q314,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q314,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q314,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q314,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q319,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q319,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q319,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q319,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q334,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q334,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q334,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q334,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q335,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,llama3.2:latest,0,D,0
q335,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q335,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q335,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q345,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,llama3.2:latest,1,A,1
q345,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q345,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q345,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q347,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,C,llama3.2:latest,0,A,0
q347,1,0.0,0.0,0.0,1.0,D,B,llama3.2:latest,0,D,0
q347,2,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q347,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q350,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q350,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q350,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q350,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q358,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q358,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q358,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q358,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q373,0,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q373,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q373,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q373,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q378,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,C,llama3.2:latest,0,D,0
q378,1,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q378,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q378,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q388,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,llama3.2:latest,0,D,1
q388,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q388,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q388,3,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q395,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,llama3.2:latest,0,A,1
q395,1,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q395,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q395,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q398,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,D,llama3.2:latest,0,A,0
q398,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q398,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q398,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q399,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q399,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q399,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q399,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q400,0,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q400,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q400,2,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q400,3,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q432,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q432,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q432,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q432,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q436,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q436,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q436,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q436,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q437,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q437,1,0.0,1.0,0.0,0.0,B,C,llama3.2:latest,0,B,0
q437,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q437,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q483,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,B,llama3.2:latest,0,A,0
q483,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest,0,D,0
q483,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q483,3,0.0,1.0,0.0,0.0,B,C,llama3.2:latest,0,B,0
q499,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q499,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q499,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q499,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q501,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q501,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q501,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q501,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q510,0,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q510,1,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q510,2,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q510,3,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q528,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,D,llama3.2:latest,0,B,0
q528,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q528,2,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q528,3,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q574,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,B,llama3.2:latest,0,D,0
q574,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q574,2,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q574,3,0.0,1.0,0.0,0.0,B,C,llama3.2:latest,0,B,0
q586,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q586,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q586,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q586,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q588,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,B,llama3.2:latest,0,A,0
q588,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q588,2,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q588,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q595,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,llama3.2:latest,0,D,1
q595,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q595,2,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q595,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q626,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q626,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q626,2,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q626,3,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q632,0,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q632,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q632,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q632,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q639,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q639,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q639,2,0.0,0.0,0.0,1.0,D,A,llama3.2:latest,0,D,0
q639,3,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q648,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q648,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q648,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q648,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q655,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q655,1,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q655,2,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q655,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q683,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,llama3.2:latest,1,D,0
q683,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q683,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q683,3,1.0,0.0,0.0,0.0,A,B,llama3.2:latest,0,A,0
q711,0,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q711,1,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q711,2,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q711,3,1.0,0.0,0.0,0.0,A,A,llama3.2:latest,1,A,1
q715,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q715,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q715,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q715,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q718,0,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q718,1,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q718,2,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q718,3,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q755,0,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,llama3.2:latest,1,D,0
q755,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q755,2,0.0,0.0,0.0,1.0,D,C,llama3.2:latest,0,D,0
q755,3,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q760,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,B,llama3.2:latest,0,A,0
q760,1,0.0,0.0,0.0,1.0,D,A,llama3.2:latest,0,D,0
q760,2,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q760,3,1.0,0.0,0.0,0.0,A,C,llama3.2:latest,0,A,0
q762,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,llama3.2:latest,0,A,0
q762,1,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q762,2,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q762,3,1.0,0.0,0.0,0.0,A,D,llama3.2:latest,0,A,0
q770,0,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q770,1,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q770,2,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q770,3,0.0,1.0,0.0,0.0,B,B,llama3.2:latest,1,B,1
q778,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,D,llama3.2:latest,0,B,0
q778,1,0.0,0.0,0.0,1.0,D,C,llama3.2:latest,0,D,0
q778,2,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q778,3,0.0,1.0,0.0,0.0,B,A,llama3.2:latest,0,B,0
q795,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,llama3.2:latest,0,D,0
q795,1,0.0,0.0,1.0,0.0,C,B,llama3.2:latest,0,C,0
q795,2,0.0,0.0,1.0,0.0,C,A,llama3.2:latest,0,C,0
q795,3,0.0,1.0,0.0,0.0,B,D,llama3.2:latest,0,B,0
q804,0,0.0,0.0,0.0,0.0,,D,llama3.2:latest,0,D,1
q804,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q804,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q804,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q814,0,0.0,0.0,1.0,0.0,C,D,llama3.2:latest,0,C,0
q814,1,0.0,0.0,0.0,0.0,,C,llama3.2:latest,0,D,0
q814,2,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q814,3,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q815,0,0.0,0.0,0.0,0.0,,B,llama3.2:latest,0,D,0
q815,1,0.0,0.0,0.0,0.0,,A,llama3.2:latest,0,D,0
q815,2,0.0,0.0,0.0,1.0,D,D,llama3.2:latest,1,D,1
q815,3,0.0,0.0,1.0,0.0,C,C,llama3.2:latest,1,C,1
q818,0,0.6666666666666666,0.3333333333333333,0.0,0.0,A,D,llama3.2:latest,0,A,0
