question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q10,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q10,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q10,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q12,0,0.0,1.0,0.0,0.0,B,A,A,gemma3:12b,0,B,0
q12,1,1.0,0.0,0.0,0.0,A,D,A,gemma3:12b,0,A,0
q12,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:12b,0,D,0
q12,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,gemma3:12b,0,C,0
q17,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q17,1,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,D,gemma3:12b,0,A,0
q17,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q17,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b,1,A,1
q19,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q19,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q19,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q19,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q21,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q21,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q21,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q21,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b,1,A,1
q22,0,0.0,0.0,1.0,0.0,C,B,B,gemma3:12b,0,C,0
q22,1,0.5,0.5,0.0,0.0,A,A,B,gemma3:12b,1,A,1
q22,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b,1,D,1
q22,3,0.0,0.0,0.5,0.5,C,C,B,gemma3:12b,1,C,1
q23,0,0.0,0.0,1.0,0.0,C,A,A,gemma3:12b,0,C,0
q23,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,A,gemma3:12b,0,B,0
q23,2,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,A,gemma3:12b,0,A,0
q23,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,gemma3:12b,1,B,1
q24,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q24,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q24,2,0.0,0.0,0.5,0.5,C,C,A,gemma3:12b,1,C,1
q24,3,1.0,0.0,0.0,0.0,A,B,A,gemma3:12b,0,A,0
q27,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q27,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q27,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q27,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q28,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q28,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q28,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q28,3,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,D,gemma3:12b,0,B,0
q29,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,D,gemma3:12b,1,D,1
q29,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q29,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b,0,D,0
q29,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,gemma3:12b,0,C,0
q30,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q30,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q30,2,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,C,gemma3:12b,1,A,1
q30,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q31,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q31,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q31,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q31,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q32,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q32,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q32,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q32,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b,1,A,1
q35,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b,1,B,1
q35,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:12b,1,A,1
q35,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b,1,D,1
q35,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:12b,1,C,1
q37,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q37,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q37,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q37,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q38,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:12b,0,B,0
q38,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,D,C,D,gemma3:12b,0,A,0
q38,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b,0,D,0
q38,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:12b,0,C,0
q41,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q41,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,A,gemma3:12b,1,D,1
q41,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q41,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q42,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q42,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,D,gemma3:12b,0,D,0
q42,2,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,D,gemma3:12b,1,B,1
q42,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,D,gemma3:12b,0,D,0
q43,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b,0,D,0
q43,1,0.0,0.0,0.5,0.5,C,D,A,gemma3:12b,0,C,0
q43,2,0.0,0.5,0.5,0.0,B,C,A,gemma3:12b,0,B,0
q43,3,0.0,0.5,0.5,0.0,C,B,A,gemma3:12b,0,B,1
q45,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q45,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b,0,D,0
q45,2,0.0,0.5,0.0,0.5,D,B,D,gemma3:12b,0,B,1
q45,3,0.0,0.5,0.5,0.0,C,A,D,gemma3:12b,0,B,0
q46,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q46,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q46,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q46,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q48,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q48,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q48,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q48,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q49,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b,0,D,0
q49,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,A,gemma3:12b,0,B,0
q49,2,0.0,1.0,0.0,0.0,B,C,A,gemma3:12b,0,B,0
q49,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,B,A,gemma3:12b,0,D,0
q50,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:12b,0,B,0
q50,1,0.5,0.5,0.0,0.0,A,C,D,gemma3:12b,0,A,0
q50,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b,0,D,0
q50,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:12b,0,C,0
q51,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q51,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q51,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,gemma3:12b,1,B,1
q51,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,D,gemma3:12b,0,C,0
q53,0,1.0,0.0,0.0,0.0,A,C,C,gemma3:12b,0,A,0
q53,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q53,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q53,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q54,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q54,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q54,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b,0,B,0
q54,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q60,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q60,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b,0,D,0
q60,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:12b,0,C,0
q60,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:12b,0,B,0
q62,0,0.0,0.0,0.0,1.0,D,B,B,gemma3:12b,0,D,0
q62,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,gemma3:12b,0,C,0
q62,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b,1,D,1
q62,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,B,gemma3:12b,0,D,0
q63,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q63,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q63,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q63,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b,1,A,1
q64,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q64,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q64,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q64,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q65,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b,0,D,0
q65,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,gemma3:12b,1,D,1
q65,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:12b,0,D,0
q65,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,B,A,gemma3:12b,0,D,0
q66,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q66,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q66,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q66,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q67,0,0.0,1.0,0.0,0.0,B,A,A,gemma3:12b,0,B,0
q67,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q67,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:12b,0,D,0
q67,3,0.0,0.0,0.0,1.0,D,B,A,gemma3:12b,0,D,0
q68,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b,1,B,1
q68,1,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,B,gemma3:12b,0,D,0
q68,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b,1,D,1
q68,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:12b,1,C,1
q69,0,0.0,0.0,1.0,0.0,C,B,B,gemma3:12b,0,C,0
q69,1,0.0,1.0,0.0,0.0,B,A,B,gemma3:12b,0,B,0
q69,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b,1,D,1
q69,3,0.0,0.0,0.0,1.0,D,C,B,gemma3:12b,0,D,0
q73,0,0.0,0.0,1.0,0.0,C,D,D,gemma3:12b,0,C,0
q73,1,0.6666666666666666,0.0,0.0,0.3333333333333333,A,C,D,gemma3:12b,0,A,0
q73,2,1.0,0.0,0.0,0.0,A,B,D,gemma3:12b,0,A,0
q73,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b,0,D,0
q76,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q76,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q76,2,0.5,0.0,0.5,0.0,C,A,C,gemma3:12b,0,A,1
q76,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q77,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q77,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q77,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q77,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q79,0,1.0,0.0,0.0,0.0,A,C,C,gemma3:12b,0,A,0
q79,1,0.0,0.0,0.0,1.0,D,B,C,gemma3:12b,0,D,0
q79,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b,0,B,0
q79,3,1.0,0.0,0.0,0.0,A,D,C,gemma3:12b,0,A,0
q82,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q82,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q82,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q82,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q83,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q83,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,D,gemma3:12b,0,D,0
q83,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b,0,D,0
q83,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b,0,D,0
q84,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q84,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q84,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q84,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q85,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q85,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b,0,D,0
q85,2,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,D,gemma3:12b,0,C,0
q85,3,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,D,gemma3:12b,0,B,0
q86,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q86,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b,0,D,0
q86,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b,0,D,0
q86,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b,0,D,0
q87,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q87,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q87,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q87,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q90,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b,1,A,1
q90,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q90,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q90,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q91,0,0.0,0.0,0.0,1.0,D,C,C,gemma3:12b,0,D,0
q91,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,gemma3:12b,1,B,1
q91,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b,0,B,0
q91,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,C,gemma3:12b,1,D,1
q92,0,0.0,1.0,0.0,0.0,B,C,C,gemma3:12b,0,B,0
q92,1,0.5,0.5,0.0,0.0,B,B,C,gemma3:12b,1,A,0
q92,2,0.0,0.0,0.0,1.0,D,A,C,gemma3:12b,0,D,0
q92,3,0.0,0.0,1.0,0.0,C,D,C,gemma3:12b,0,C,0
q94,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b,1,C,1
q94,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b,1,B,1
q94,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b,1,A,1
q94,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b,1,D,1
q93,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b,1,B,1
q93,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:12b,1,A,1
q93,2,0.0,1.0,0.0,0.0,B,D,B,gemma3:12b,0,B,0
q93,3,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,B,gemma3:12b,0,A,0
q96,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b,0,D,0
q96,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b,1,D,1
q96,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b,1,C,1
q96,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b,1,B,1
q95,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q95,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b,0,D,0
q95,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q95,3,0.5,0.0,0.0,0.5,D,A,D,gemma3:12b,0,A,1
q98,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q98,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b,0,D,0
q98,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q98,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,D,gemma3:12b,0,D,0
q100,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b,1,D,1
q100,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b,1,C,1
q100,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b,1,B,1
q100,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b,1,A,1
