question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,temperature
q13,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q13,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q13,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q13,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q14,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q14,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q14,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q14,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q15,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q15,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q15,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q15,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q16,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q16,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q16,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q16,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q17,0,0.0,1.0,0.0,0.0,B,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q17,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q17,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q17,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q18,0,0.0,1.0,0.0,0.0,B,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q18,1,0.0,0.0,1.0,0.0,C,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q18,2,0.0,0.0,0.0,1.0,D,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q18,3,0.0,0.0,1.0,0.0,C,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q19,0,0.0,0.0,1.0,0.0,C,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q19,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q19,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q19,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q20,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q20,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q20,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q20,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q21,0,0.0,0.0,0.0,1.0,D,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q21,1,0.0,0.0,1.0,0.0,C,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q21,2,0.0,1.0,0.0,0.0,B,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q21,3,0.0,0.0,1.0,0.0,C,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q22,0,0.0,1.0,0.0,0.0,B,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q22,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q22,2,0.0,0.0,0.0,1.0,D,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q22,3,0.0,0.0,1.0,0.0,C,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q23,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q23,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q23,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q23,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q24,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q24,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q24,2,0.0,0.0,1.0,0.0,C,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q24,3,0.0,1.0,0.0,0.0,B,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q25,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q25,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q25,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q25,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q26,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q26,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q26,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q26,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q27,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q27,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q27,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q27,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q28,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q28,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q28,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q28,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q29,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q29,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q29,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q29,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q30,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q30,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q30,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q30,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q31,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q31,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q31,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q31,3,0.0,0.0,1.0,0.0,C,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q32,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q32,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q32,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q32,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q33,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q33,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q33,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q33,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q34,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q34,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q34,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q34,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q35,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q35,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q35,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q35,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q36,0,0.0,0.0,1.0,0.0,C,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q36,1,0.0,1.0,0.0,0.0,B,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q36,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q36,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q37,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q37,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q37,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q37,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q38,0,0.0,0.0,1.0,0.0,C,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q38,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q38,2,0.0,0.0,0.0,1.0,D,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q38,3,0.0,0.0,1.0,0.0,C,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q39,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q39,1,0.0,0.0,1.0,0.0,C,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q39,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q39,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q40,0,0.0,1.0,0.0,0.0,B,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q40,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q40,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q40,3,1.0,0.0,0.0,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q41,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q41,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q41,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q41,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q42,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q42,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q42,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q42,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q43,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q43,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q43,2,0.0,1.0,0.0,0.0,B,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q43,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q44,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q44,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q44,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q44,3,1.0,0.0,0.0,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q45,0,0.0,1.0,0.0,0.0,B,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q45,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q45,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q45,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q46,0,0.0,1.0,0.0,0.0,B,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q46,1,1.0,0.0,0.0,0.0,A,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q46,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q46,3,0.0,0.0,1.0,0.0,C,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q47,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q47,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q47,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q47,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q48,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q48,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q48,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q48,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q49,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q49,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q49,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q49,3,0.0,1.0,0.0,0.0,B,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q50,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q50,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q50,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q50,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q51,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q51,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q51,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q51,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q52,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q52,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q52,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q52,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q53,0,0.0,0.0,1.0,0.0,C,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q53,1,0.0,1.0,0.0,0.0,B,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q53,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q53,3,0.0,0.0,0.0,1.0,D,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q54,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q54,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q54,2,0.0,1.0,0.0,0.0,B,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q54,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q55,0,0.0,1.0,0.0,0.0,B,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q55,1,1.0,0.0,0.0,0.0,A,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q55,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q55,3,0.0,0.0,1.0,0.0,C,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q56,0,0.0,1.0,0.0,0.0,B,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q56,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q56,2,0.0,0.0,1.0,0.0,C,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q56,3,0.0,0.0,1.0,0.0,C,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q57,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q57,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q57,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q57,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q58,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q58,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q58,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q58,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q59,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q59,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q59,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q59,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q60,0,0.0,1.0,0.0,0.0,B,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q60,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q60,2,0.0,0.0,0.0,1.0,D,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q60,3,0.0,0.0,1.0,0.0,C,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q61,0,0.0,0.0,1.0,0.0,C,B,B,microsoft/Phi-3.5-mini-instruct,0.5
q61,1,0.0,1.0,0.0,0.0,B,A,B,microsoft/Phi-3.5-mini-instruct,0.5
q61,2,1.0,0.0,0.0,0.0,A,D,B,microsoft/Phi-3.5-mini-instruct,0.5
q61,3,0.0,0.0,0.0,1.0,D,C,B,microsoft/Phi-3.5-mini-instruct,0.5
q62,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q62,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q62,2,1.0,0.0,0.0,0.0,A,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q62,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q63,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q63,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q63,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q63,3,1.0,0.0,0.0,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q64,0,0.0,0.0,1.0,0.0,C,C,C,microsoft/Phi-3.5-mini-instruct,0.5
q64,1,0.0,1.0,0.0,0.0,B,B,C,microsoft/Phi-3.5-mini-instruct,0.5
q64,2,0.0,0.0,1.0,0.0,C,A,C,microsoft/Phi-3.5-mini-instruct,0.5
q64,3,0.0,0.0,0.0,1.0,D,D,C,microsoft/Phi-3.5-mini-instruct,0.5
q65,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q65,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q65,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q65,3,1.0,0.0,0.0,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q66,0,1.0,0.0,0.0,0.0,A,A,A,microsoft/Phi-3.5-mini-instruct,0.5
q66,1,0.0,0.0,0.0,1.0,D,D,A,microsoft/Phi-3.5-mini-instruct,0.5
q66,2,0.0,0.0,1.0,0.0,C,C,A,microsoft/Phi-3.5-mini-instruct,0.5
q66,3,0.0,1.0,0.0,0.0,B,B,A,microsoft/Phi-3.5-mini-instruct,0.5
q67,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q67,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q67,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q67,3,1.0,0.0,0.0,0.0,A,A,D,microsoft/Phi-3.5-mini-instruct,0.5
q68,0,0.0,0.0,0.0,1.0,D,D,D,microsoft/Phi-3.5-mini-instruct,0.5
q68,1,0.0,0.0,1.0,0.0,C,C,D,microsoft/Phi-3.5-mini-instruct,0.5
q68,2,0.0,1.0,0.0,0.0,B,B,D,microsoft/Phi-3.5-mini-instruct,0.5
q68,3,0.0,1.0,0.0,0.0,B,A,D,microsoft/Phi-3.5-mini-instruct,0.5
