question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,confident
q33,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q33,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,D,gemma3:4b,1
q33,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,1
q33,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,A,D,gemma3:4b,1
q39,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,D,D,gemma3:4b,0
q39,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:4b,0
q39,2,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,D,gemma3:4b,0
q39,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,D,gemma3:4b,0
q37,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,C,gemma3:4b,0
q37,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,0
q37,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,C,gemma3:4b,0
q37,3,0.0,0.0,1.0,0.0,C,D,C,gemma3:4b,0
q38,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,D,gemma3:4b,0
q38,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,C,D,gemma3:4b,0
q38,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:4b,0
q38,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,A,D,gemma3:4b,0
q40,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:4b,1
q40,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,gemma3:4b,1
q40,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1
q40,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1
q41,0,0.6666666666666666,0.0,0.3333333333333333,0.0,A,A,A,gemma3:4b,0
q41,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0
q41,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,0
q41,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,0
q42,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q42,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:4b,1
q42,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1
q42,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,D,gemma3:4b,1
q43,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:4b,1
q43,1,0.0,0.0,1.0,0.0,C,D,A,gemma3:4b,1
q43,2,0.0,0.6666666666666666,0.3333333333333333,0.0,B,C,A,gemma3:4b,1
q43,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,gemma3:4b,1
q44,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,D,gemma3:4b,0
q44,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,0
q44,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,D,gemma3:4b,0
q44,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,0
q47,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q47,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:4b,1
q47,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:4b,1
q47,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,1
q45,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q45,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,gemma3:4b,1
q45,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,gemma3:4b,1
q45,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:4b,1
q46,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1
q46,1,0.0,0.0,1.0,0.0,C,B,C,gemma3:4b,1
q46,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,C,gemma3:4b,1
q46,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1
q48,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,C,A,A,gemma3:4b,0
q48,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0
q48,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,0
q48,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,0
q50,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:4b,1
q50,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,D,gemma3:4b,1
q50,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1
q50,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:4b,1
q49,0,0.0,0.0,1.0,0.0,C,A,A,gemma3:4b,1
q49,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,A,gemma3:4b,1
q49,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,C,A,gemma3:4b,1
q49,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,A,gemma3:4b,1
q52,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,B,gemma3:4b,0
q52,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,B,gemma3:4b,0
q52,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,B,gemma3:4b,0
q52,3,0.0,0.0,0.0,1.0,D,C,B,gemma3:4b,0
q51,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q51,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,1
q51,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,1
q51,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,D,gemma3:4b,1
q53,0,0.0,1.0,0.0,0.0,B,C,C,gemma3:4b,1
q53,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,B,C,gemma3:4b,1
q53,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:4b,1
q53,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,C,gemma3:4b,1
q54,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1
q54,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:4b,1
q54,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:4b,1
q54,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,1
q55,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:4b,1
q55,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,A,gemma3:4b,1
q55,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:4b,1
q55,3,0.0,0.0,0.0,1.0,D,B,A,gemma3:4b,1
q56,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1
q56,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,gemma3:4b,1
q56,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,C,gemma3:4b,1
q56,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,C,gemma3:4b,1
q57,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q57,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,D,gemma3:4b,1
q57,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1
q57,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:4b,1
q58,0,0.0,0.0,1.0,0.0,C,D,D,gemma3:4b,1
q58,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,D,gemma3:4b,1
q58,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,D,gemma3:4b,1
q58,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:4b,1
q59,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,B,gemma3:4b,1
q59,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,B,gemma3:4b,1
q59,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1
q59,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1
q60,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,gemma3:4b,0
q60,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:4b,0
q60,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,0
q60,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,D,gemma3:4b,0
q61,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q61,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,gemma3:4b,1
q61,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1
q61,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,A,D,gemma3:4b,1
q62,0,0.0,0.0,0.0,1.0,D,B,B,gemma3:4b,1
q62,1,0.0,0.0,1.0,0.0,C,A,B,gemma3:4b,1
q62,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1
q62,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,B,gemma3:4b,1
q63,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:4b,1
q63,1,0.0,1.0,0.0,0.0,B,C,D,gemma3:4b,1
q63,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:4b,1
q63,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,D,gemma3:4b,1
q64,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:4b,1
q64,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,1
q64,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:4b,1
q64,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:4b,1
q65,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:4b,1
q65,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,gemma3:4b,1
q65,2,0.0,0.0,0.5,0.5,D,C,A,gemma3:4b,1
q65,3,0.0,0.0,0.0,1.0,D,B,A,gemma3:4b,1
q66,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,C,gemma3:4b,0
q66,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,C,gemma3:4b,0
q66,2,0.0,0.0,0.0,1.0,D,A,C,gemma3:4b,0
q66,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,D,C,gemma3:4b,0
q68,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,B,gemma3:4b,0
q68,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,B,gemma3:4b,0
q68,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,0
q68,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,C,C,B,gemma3:4b,0
q67,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,A,gemma3:4b,0
q67,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:4b,0
q67,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,gemma3:4b,0
q67,3,0.0,0.0,1.0,0.0,C,B,A,gemma3:4b,0
q69,0,0.0,0.0,1.0,0.0,C,B,B,gemma3:4b,1
q69,1,0.0,1.0,0.0,0.0,B,A,B,gemma3:4b,1
q69,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1
q69,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1
q70,0,0.0,0.0,1.0,0.0,C,A,A,gemma3:4b,1
q70,1,0.0,0.0,1.0,0.0,C,D,A,gemma3:4b,1
q70,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,A,gemma3:4b,1
q70,3,0.0,0.0,1.0,0.0,C,B,A,gemma3:4b,1
q71,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q71,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,gemma3:4b,1
q71,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,gemma3:4b,1
q71,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,D,gemma3:4b,1
q72,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,A,A,gemma3:4b,0
q72,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,A,gemma3:4b,0
q72,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,A,gemma3:4b,0
q72,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,B,A,gemma3:4b,0
q73,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,gemma3:4b,0
q73,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:4b,0
q73,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,B,D,gemma3:4b,0
q73,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:4b,0
q74,0,0.0,1.0,0.0,0.0,B,C,C,gemma3:4b,0
q74,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,C,gemma3:4b,0
q74,2,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,C,gemma3:4b,0
q74,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,C,D,C,gemma3:4b,0
q75,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,gemma3:4b,0
q75,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:4b,0
q75,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:4b,0
q75,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,A,D,gemma3:4b,0
q76,0,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,C,gemma3:4b,0
q76,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,C,gemma3:4b,0
q76,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,C,gemma3:4b,0
q76,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,0
q77,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:4b,1
q77,1,0.0,0.0,1.0,0.0,C,D,A,gemma3:4b,1
q77,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,C,A,gemma3:4b,1
q77,3,1.0,0.0,0.0,0.0,A,B,A,gemma3:4b,1
q78,0,0.0,0.0,0.0,1.0,D,B,B,gemma3:4b,1
q78,1,0.0,0.0,1.0,0.0,C,A,B,gemma3:4b,1
q78,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:4b,1
q78,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:4b,1
q79,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:4b,1
q79,1,0.0,0.0,1.0,0.0,C,B,C,gemma3:4b,1
q79,2,0.0,0.6666666666666666,0.3333333333333333,0.0,B,A,C,gemma3:4b,1
q79,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,C,gemma3:4b,1
q80,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,gemma3:4b,0
q80,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:4b,0
q80,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,D,gemma3:4b,0
q80,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,gemma3:4b,0
q81,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,gemma3:4b,0
q81,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:4b,0
q81,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,gemma3:4b,0
q81,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,B,gemma3:4b,0
q82,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,C,gemma3:4b,0
q82,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,D,B,C,gemma3:4b,0
q82,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,C,gemma3:4b,0
q82,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:4b,0
q83,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:4b,1
q83,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,D,gemma3:4b,1
q83,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:4b,1
