question_id,model,predicted_answer,correct_answer,is_correct,agent_1_ans,agent_2_ans,agent_3_ans,question
q54,llama3:8b-instruct-q8_0,C,C,1,C,C,C,A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?
q57,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The term 'over-urbanization' means that:
q56,llama3:8b-instruct-q8_0,A,C,0,C,A,A,Pluralist theories suggest that:
q59,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The term inter-generational mobility refers to:
q55,llama3:8b-instruct-q8_0,D,A,0,D,A,A,"According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery"
q60,llama3:8b-instruct-q8_0,B,B,1,B,B,B,"The term 'culture industry', used by members of the Frankfurt School, referred to:"
q58,llama3:8b-instruct-q8_0,C,C,1,C,B,C,The capitalist class of the mid-twentieth century were said to join the upper class because they:
q62,llama3:8b-instruct-q8_0,A,C,0,A,A,A,A sect is organised around:
q63,llama3:8b-instruct-q8_0,D,D,1,D,D,D,What is the name of the process by which we acquire a sense of identity and become members of society?
q64,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Pre-testing a questionnaire is useful for:
q65,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Judith Butler (1999) suggested that:
q61,llama3:8b-instruct-q8_0,B,B,1,C,C,B,"According to Hakim (1995, 1996), the majority of part-time work is done by women because:"
q69,llama3:8b-instruct-q8_0,A,A,1,A,A,A,"A researcher mailed 1,000 questionnaires to members of a labor union and received 300 back. Most of those who returned the questionnaires indicated that they were dissatisfied with the union. Results based only on the returned questionnaires are most likely contaminated by"
q66,llama3:8b-instruct-q8_0,A,A,1,D,D,A,Patterns of drug use in Britain reveal that:
q68,llama3:8b-instruct-q8_0,A,D,0,D,D,A,"Religious organizations such as the Church of Norway, Islam, the Church of England, and the Church of Greece have which of the following characteristics in common?"
q67,llama3:8b-instruct-q8_0,B,D,0,B,A,A,Murray thought that the 'underclass' consisted of people who:
q73,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Warner's study of the city of Natchez in the American Deep South showed that the 'colour line' there was:
q72,llama3:8b-instruct-q8_0,A,A,1,A,A,A,"Leroy visits his parents, who live in a primarily African American working-class neighborhood. During his visit, he notices that the community is changing. Several developments have been built to accommodate single-family homes, and upscale shopping centers have been added. While Leroy appreciates these changes, he is worried that his parents will not be able to afford to continue living in their neighborhood because property values are rising. Which of the following best explains what is happening to Leroy's old neighborhood?"
q71,llama3:8b-instruct-q8_0,D,A,0,A,D,D,Post-modernist writers have argued that:
q70,llama3:8b-instruct-q8_0,A,A,1,B,B,A,Role-learning theory suggests that
q75,llama3:8b-instruct-q8_0,C,C,1,C,C,C,"In Marx's theory, the 'mode of production' means:"
q76,llama3:8b-instruct-q8_0,A,A,1,A,A,A,The trend of decarceration involves:
q77,llama3:8b-instruct-q8_0,C,C,1,C,C,C,The work of Smart suggested that:
q78,llama3:8b-instruct-q8_0,A,D,0,A,A,A,Allen's (2001) study of nurses showed that:
q79,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Which of the following best describes the practice of placing the blame for the problems of a society on one particular group?
q80,llama3:8b-instruct-q8_0,D,D,1,D,D,D,"Dahrendorf, Rex, and Habermas focused their attention on:"
q74,llama3:8b-instruct-q8_0,A,D,0,A,A,C,The social construction of childhood can be traced back to:
q81,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Sreberny-Mohammadi (1996) argues that national cultures can resist American cultural domination of the media by:
q82,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Mulholland (1998) argued that privatization changed the relationship between companies and managers in that:
q84,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Socialization is:
q85,llama3:8b-instruct-q8_0,C,C,1,C,C,C,The term 'assets' refers to:
q87,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Social norms are:
q88,llama3:8b-instruct-q8_0,D,D,1,D,D,D,The 'nuclear family' means:
q89,llama3:8b-instruct-q8_0,C,D,0,C,C,C,The rise of new social movements indicates that:
q83,llama3:8b-instruct-q8_0,A,D,0,D,A,D,Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?
q90,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?
q91,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Post-Fordist forms of media production and consumption involve:
q86,llama3:8b-instruct-q8_0,B,D,0,B,A,B,"In the traditional hierarchy of status and precedence, which of these members of the upper class are in the right order (from highest to lowest status)?"
q92,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Marx said that the development of the labour movement through factory-based production would turn the working class into:
q93,llama3:8b-instruct-q8_0,C,C,1,C,C,C,"In stage 3 of the 'health transition', the main causes of illness and death are:"
q94,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Sociologists like Bordo (1993) have attributed the 'epidemic' of anorexia in Western cultures to:
q95,llama3:8b-instruct-q8_0,A,A,1,A,A,A,One of the difficulties in 'operationalizing' concepts like social class is that:
q96,llama3:8b-instruct-q8_0,A,A,1,A,A,A,"In the 1990 reform of the National Health Service, hospitals became:"
q98,llama3:8b-instruct-q8_0,A,A,1,A,A,A,The 'correspondence principle' (Bowles & Gintis) suggests that:
q99,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Class segregation was apparent in mid-twentieth century Britain insofar as:
q100,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Charles Cooley's theory of the looking-glass self emphasizes
q101,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Queer Theory makes the claim that:
q102,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Scott (1991) introduced the term 'power elite' to describe:
q103,llama3:8b-instruct-q8_0,C,C,1,C,C,C,"A sociologist is conducting research on institutional power relations at a local hospital. The sociologist is on staff at the hospital for several weeks, recording data as field notes. This method of research is called"
q97,llama3:8b-instruct-q8_0,D,D,1,B,D,D,Law and order was privatized in the 1980s and 1990s through:
q104,llama3:8b-instruct-q8_0,D,D,1,D,D,D,"In Symbolic Interactionist theory, Mead defined the 'generalized other' as:"
q106,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Marx (1844) claimed that capitalism had alienated workers from:
q108,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Structural-Functionalists describe society as:
q110,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Traditional working class identity was based around:
q105,llama3:8b-instruct-q8_0,B,C,0,B,A,A,"According to Davis (1995), women may seek cosmetic surgery because:"
q107,llama3:8b-instruct-q8_0,A,D,0,B,A,B,Herberg's (1955) study of religion in America suggested that:
q111,llama3:8b-instruct-q8_0,B,D,0,B,B,B,Bernstein thought that using 'restricted codes' of language disadvantaged pupils at school because:
q112,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Telework is a form of employment that involves:
q113,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Frank (1967) made the claim that 'underdeveloped' societies were:
q109,llama3:8b-instruct-q8_0,A,A,1,B,A,C,Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:
q115,llama3:8b-instruct-q8_0,A,A,1,A,A,A,The print revolution of the nineteenth century resulted in:
q116,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The term 'feminist standpoint' suggests:
q117,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Ethnographic research produces qualitative data because:
q118,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Marx proclaimed that religion would disappear when:
q119,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Which of the following is not a feature of globalization?
q120,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Someone who gains a higher (or lower) social position than he or she was born into has experienced
q114,llama3:8b-instruct-q8_0,A,A,1,C,A,A,The case of the former Soviet Union supports Kerr et al.'s (1960) claim that:
q121,llama3:8b-instruct-q8_0,C,C,1,C,C,C,A survey should avoid asking:
q122,llama3:8b-instruct-q8_0,B,B,1,B,B,B,"The theory of development which suggests that societies move from traditional to modern, industrial forms of organization is called:"
q124,llama3:8b-instruct-q8_0,B,C,0,B,B,B,Sociology differs from common sense in that:
q125,llama3:8b-instruct-q8_0,A,A,1,A,A,A,World-affirming religions:
q126,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The 'extension pattern' that Parker (1976) identified was said to be:
q123,llama3:8b-instruct-q8_0,B,D,0,B,D,D,"In modern societies, social status is typically measured by a person's:"
q127,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Weber defined a 'class situation' as:
q129,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Smith & Tomlinson argued that:
q130,llama3:8b-instruct-q8_0,C,C,1,C,C,C,The 'post-industrial society' identified by Bell (1973) involved:
q131,llama3:8b-instruct-q8_0,D,D,1,D,D,D,White-collar crime is low in visibility because:
q132,llama3:8b-instruct-q8_0,A,D,0,A,A,A,"With industrial capitalism, leisure emerged as a concept that meant:"
q133,llama3:8b-instruct-q8_0,A,A,1,A,A,A,A moral panic occurs when:
q134,llama3:8b-instruct-q8_0,D,D,1,D,D,D,The 'demographic transition' is a social trend that involves:
q128,llama3:8b-instruct-q8_0,C,D,0,C,B,B,The introduction of market principles to educational policy in the 1980s resulted in:
q135,llama3:8b-instruct-q8_0,B,B,1,B,B,B,'Snowballing' is an example of:
q136,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The 'class polarization' that Marx predicted referred to:
q137,llama3:8b-instruct-q8_0,D,D,1,D,D,D,"In the context of the labour movement in the nineteenth century, 'incorporation' meant:"
q138,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Millions of immigrant children who entered the United States learned English and the duties of citizenship while attending public schools in the communities in which they settled. This is an example of which of the following sociological concepts?
q139,llama3:8b-instruct-q8_0,D,D,1,D,D,D,The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:
q142,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Ethnic identity refers to:
q140,llama3:8b-instruct-q8_0,D,D,1,C,D,D,"According to Foucault, carceral organizations:"
q143,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Marriage appears to be in decline because:
q145,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The term feminization of poverty refers to:
q141,llama3:8b-instruct-q8_0,A,B,0,B,B,A,Which of the following is not recognised as a level of society?
q147,llama3:8b-instruct-q8_0,A,A,1,A,A,A,The use of 'indentured labour' in the nineteenth century involved:
q144,llama3:8b-instruct-q8_0,A,A,1,D,A,A,The market model of state welfare is based on the principle of:
q146,llama3:8b-instruct-q8_0,D,C,0,D,D,C,Which of the following is not identified as a new form of community?
q148,llama3:8b-instruct-q8_0,D,D,1,D,D,C,Cultural restructuring has involved:
q150,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Which of the following is the most important agent of socialization in early childhood?
q153,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Which of the following is not a regular national survey carried out by the British government?
q151,llama3:8b-instruct-q8_0,A,A,1,C,A,A,Which of the following is not a 'research purpose'?
q149,llama3:8b-instruct-q8_0,A,B,0,D,B,B,Which of the following was not part of Weber's ideal type of bureaucracy?
q155,llama3:8b-instruct-q8_0,A,D,0,A,A,A,The 'decentralized city' can be identified by:
q156,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Lombroso claimed that:
q152,llama3:8b-instruct-q8_0,C,C,1,C,C,B,'Scientific' theories in the nineteenth century tried to explain race in naturalistic terms. Which of the following ideas was not considered?
q158,llama3:8b-instruct-q8_0,B,B,1,B,B,B,"When Berger & Luckmann said that reality is socially constructed, they meant:"
q159,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Which of the following groups or organizations can be identified as having the characteristics of a bureaucracy?
q154,llama3:8b-instruct-q8_0,C,C,1,C,D,C,Which of the following industries did Blauner (1964) suggest was most alienating to its employees?
q160,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Pilcher (1999) identified soap operas as a 'feminine genre' of media because:
q161,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Which of these was not one of Townsend's (1979) indicators of relative deprivation?
q162,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?
q157,llama3:8b-instruct-q8_0,D,D,1,D,D,B,Warner and Myrdal claimed that black former slaves were not joining the 'ethnic melting pot' of the North American cities because:
q163,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The concept of political culture refers to the
q164,llama3:8b-instruct-q8_0,B,A,0,B,B,B,"Walt Disney, Sony and Time Warner are examples of:"
q165,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Equilibrium theories of social change emphasize
q166,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Which of the following best describes the definition of poverty used by the United States government?
q167,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The 'absolute' poverty line is drawn to show:
q168,llama3:8b-instruct-q8_0,C,C,1,C,C,C,'Eyeballing' is a technique that involves:
q170,llama3:8b-instruct-q8_0,B,C,0,B,B,B,"In the nineteenth century, homosexuality was understood as:"
q171,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The population pyramid of a population that has had a slightly larger birth rate than death rate for several generations will most likely have which of the following shapes?
q173,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Giselle graduated from college with high honors in management. She was recruited immediately following college by a large corporation and accepted a position in junior management. She quickly advanced to middle management. Ten years later Giselle was still in a middle-management position and had witnessed junior male colleagues promoted over her. Which of the following is a phenomenon that is most likely to explain Giselle's lack of promotion?
q174,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The Mafia is an example of:
q169,llama3:8b-instruct-q8_0,D,A,0,D,D,B,Which of the following was not a strategy used by the Conservative government of 1979 to reduce the power of the labour movement?
q175,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Goldthorpe identified the 'service class' as:
q176,llama3:8b-instruct-q8_0,D,D,1,D,D,D,Industrial production in the nineteenth century was characterized by:
q172,llama3:8b-instruct-q8_0,A,A,1,B,A,A,The 'new racism' refers to:
q177,llama3:8b-instruct-q8_0,D,D,1,D,D,D,The term 'collective consumption' (Castells 1977) refers to:
q178,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:
q179,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Robert and Tanya are married and live with their three children. Their family unit is called
q180,llama3:8b-instruct-q8_0,C,C,1,C,C,C,"In Durkheim's work, the term 'collective representations' refers to:"
q181,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Which of the following is not a characteristic of totalitarian societies?
q182,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Freud's notion of the 'ego' referred to:
q183,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?
q184,llama3:8b-instruct-q8_0,B,C,0,B,B,B,Which of the following is a personal document with closed access?
q185,llama3:8b-instruct-q8_0,C,C,1,C,C,C,The tripartite system used the 11+ exam to select pupils for:
q186,llama3:8b-instruct-q8_0,A,A,1,A,A,A,Durkheim defined social facts as:
q188,llama3:8b-instruct-q8_0,B,B,1,B,B,B,Bowlby's maternal deprivation thesis claimed that:
q190,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Which of the following is not identified by Fulcher & Scott as a criterion of community?
q191,llama3:8b-instruct-q8_0,C,C,1,C,C,C,The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:
q192,llama3:8b-instruct-q8_0,D,D,1,D,D,D,"According to Scott (1990), a document is 'authentic' if it:"
q187,llama3:8b-instruct-q8_0,D,D,1,C,D,C,The media-themes model of media influence claims that:
q189,llama3:8b-instruct-q8_0,D,D,1,C,B,D,War became possible between nation states in the nineteenth century because:
q194,llama3:8b-instruct-q8_0,C,C,1,C,C,C,Which of the following did Thatcher's government not strive to achieve:
q195,llama3:8b-instruct-q8_0,B,B,1,B,B,B,One of the ethical problems with covert participant observation is:
q196,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The embourgeoisement thesis suggests that:
q193,llama3:8b-instruct-q8_0,C,A,0,C,C,A,Which of the following is not a consequence of global tourism?
q199,llama3:8b-instruct-q8_0,B,D,0,B,B,B,How is terrorism different from the types of crime described by the Chicago School?
q197,llama3:8b-instruct-q8_0,D,D,1,C,D,D,Women have been excluded from the public sphere because:
q200,llama3:8b-instruct-q8_0,B,B,1,B,B,B,The human relations approach emphasized the importance of:
q198,llama3:8b-instruct-q8_0,D,C,0,C,D,D,Economic aid has largely failed to promote modernization in the developing countries because:
q201,llama3:8b-instruct-q8_0,C,B,0,B,A,D,Which of the following did Domhoff not identify as a process of decision-making in the USA?
