question_id,model,predicted_answer,correct_answer,is_correct,agent_1_ans,agent_2_ans,agent_3_ans,question
q132,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,"With industrial capitalism, leisure emerged as a concept that meant:"
q133,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,A moral panic occurs when:
q134,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,The 'demographic transition' is a social trend that involves:
q135,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,'Snowballing' is an example of:
q136,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The 'class polarization' that Marx predicted referred to:
q137,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,"In the context of the labour movement in the nineteenth century, 'incorporation' meant:"
q138,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Millions of immigrant children who entered the United States learned English and the duties of citizenship while attending public schools in the communities in which they settled. This is an example of which of the following sociological concepts?
q139,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:
q140,Qwen/Qwen2.5-7B-Instruct,D,D,1,C,D,D,"According to Foucault, carceral organizations:"
q141,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Which of the following is not recognised as a level of society?
q142,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Ethnic identity refers to:
q143,Qwen/Qwen2.5-7B-Instruct,D,B,0,B,D,D,Marriage appears to be in decline because:
q144,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,The market model of state welfare is based on the principle of:
q145,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The term feminization of poverty refers to:
q146,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,B,C,Which of the following is not identified as a new form of community?
q147,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,B,A,The use of 'indentured labour' in the nineteenth century involved:
q148,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,C,D,Cultural restructuring has involved:
q149,Qwen/Qwen2.5-7B-Instruct,D,B,0,B,D,D,Which of the following was not part of Weber's ideal type of bureaucracy?
q150,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,Which of the following is the most important agent of socialization in early childhood?
q151,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,B,A,Which of the following is not a 'research purpose'?
q152,Qwen/Qwen2.5-7B-Instruct,A,C,0,A,A,C,'Scientific' theories in the nineteenth century tried to explain race in naturalistic terms. Which of the following ideas was not considered?
q153,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Which of the following is not a regular national survey carried out by the British government?
q154,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,A,Which of the following industries did Blauner (1964) suggest was most alienating to its employees?
q155,Qwen/Qwen2.5-7B-Instruct,D,D,1,A,A,D,The 'decentralized city' can be identified by:
q156,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Lombroso claimed that:
q157,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,Warner and Myrdal claimed that black former slaves were not joining the 'ethnic melting pot' of the North American cities because:
q158,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,"When Berger & Luckmann said that reality is socially constructed, they meant:"
q159,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Which of the following groups or organizations can be identified as having the characteristics of a bureaucracy?
q160,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Pilcher (1999) identified soap operas as a 'feminine genre' of media because:
q161,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Which of these was not one of Townsend's (1979) indicators of relative deprivation?
q162,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?
q163,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The concept of political culture refers to the
q164,Qwen/Qwen2.5-7B-Instruct,B,A,0,B,B,B,"Walt Disney, Sony and Time Warner are examples of:"
q165,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Equilibrium theories of social change emphasize
q166,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Which of the following best describes the definition of poverty used by the United States government?
q167,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The 'absolute' poverty line is drawn to show:
q168,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,'Eyeballing' is a technique that involves:
q169,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,B,A,Which of the following was not a strategy used by the Conservative government of 1979 to reduce the power of the labour movement?
q170,Qwen/Qwen2.5-7B-Instruct,D,C,0,C,D,D,"In the nineteenth century, homosexuality was understood as:"
q171,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The population pyramid of a population that has had a slightly larger birth rate than death rate for several generations will most likely have which of the following shapes?
q172,Qwen/Qwen2.5-7B-Instruct,A,A,1,C,A,C,The 'new racism' refers to:
q173,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Giselle graduated from college with high honors in management. She was recruited immediately following college by a large corporation and accepted a position in junior management. She quickly advanced to middle management. Ten years later Giselle was still in a middle-management position and had witnessed junior male colleagues promoted over her. Which of the following is a phenomenon that is most likely to explain Giselle's lack of promotion?
q174,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The Mafia is an example of:
q175,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Goldthorpe identified the 'service class' as:
q176,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,C,D,Industrial production in the nineteenth century was characterized by:
q177,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,The term 'collective consumption' (Castells 1977) refers to:
q178,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:
q179,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Robert and Tanya are married and live with their three children. Their family unit is called
q180,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,"In Durkheim's work, the term 'collective representations' refers to:"
q181,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Which of the following is not a characteristic of totalitarian societies?
q182,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Freud's notion of the 'ego' referred to:
q183,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?
q184,Qwen/Qwen2.5-7B-Instruct,B,C,0,B,B,B,Which of the following is a personal document with closed access?
q185,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,The tripartite system used the 11+ exam to select pupils for:
q186,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Durkheim defined social facts as:
q187,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,A,D,The media-themes model of media influence claims that:
q188,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,Bowlby's maternal deprivation thesis claimed that:
q189,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,War became possible between nation states in the nineteenth century because:
q190,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Which of the following is not identified by Fulcher & Scott as a criterion of community?
q191,Qwen/Qwen2.5-7B-Instruct,D,C,0,C,C,D,The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:
q192,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,"According to Scott (1990), a document is 'authentic' if it:"
q193,Qwen/Qwen2.5-7B-Instruct,A,A,1,A,A,A,Which of the following is not a consequence of global tourism?
q194,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Which of the following did Thatcher's government not strive to achieve:
q195,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,One of the ethical problems with covert participant observation is:
q196,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The embourgeoisement thesis suggests that:
q197,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,Women have been excluded from the public sphere because:
q198,Qwen/Qwen2.5-7B-Instruct,C,C,1,C,C,C,Economic aid has largely failed to promote modernization in the developing countries because:
q199,Qwen/Qwen2.5-7B-Instruct,D,D,1,D,D,D,How is terrorism different from the types of crime described by the Chicago School?
q200,Qwen/Qwen2.5-7B-Instruct,B,B,1,B,B,B,The human relations approach emphasized the importance of:
q201,Qwen/Qwen2.5-7B-Instruct,D,B,0,D,B,A,Which of the following did Domhoff not identify as a process of decision-making in the USA?
