question_id,model,predicted_answer,correct_answer,is_correct,agent_1_ans,agent_2_ans,agent_3_ans,question
q22,gpt-oss:20b,B,C,0,B,B,B,"Stone's research suggests that prior to industrialization, the nuclear family:"
q23,gpt-oss:20b,B,B,1,B,B,B,"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?"
q21,gpt-oss:20b,A,C,0,A,A,C,Which of the following policies did the New Labour government not pursue?
q25,gpt-oss:20b,C,C,1,C,C,C,Bourdieu attributed the reproduction of class to:
q26,gpt-oss:20b,C,C,1,C,C,C,Secularization involves the two related ideas of:
q27,gpt-oss:20b,A,A,1,A,A,A,The general fertility rate fell between 1964 and 2000 because of:
q30,gpt-oss:20b,B,B,1,B,B,B,Weber (1919) said that the state's monopoly of the use of force was legitimated by:
q24,gpt-oss:20b,A,D,0,A,A,D,Mosca and Pareto identified the ruling elite as:
q28,gpt-oss:20b,A,A,1,A,B,A,Howard's idea of the garden city consisted of:
q31,gpt-oss:20b,D,D,1,D,D,D,Sullivan's (2000) study suggested that the proportion of housework men did was greatest when:
q32,gpt-oss:20b,C,C,1,C,C,C,The shift from custodial to joint parenthood after divorce means that:
q33,gpt-oss:20b,B,B,1,B,B,B,Émile Durkheim believed the primary focus of sociology should be which of the following?
q29,gpt-oss:20b,A,A,1,B,A,A,The 'third age' of the life course is said to involve:
q34,gpt-oss:20b,A,A,1,A,A,A,"The term ""sociology"" was coined in the early 1800s by which of the following?"
q35,gpt-oss:20b,A,A,1,A,A,A,"In their study of depression, Brown & Harris (1978) found that:"
q36,gpt-oss:20b,C,A,0,C,C,C,The alternative form of 'network organization' means that:
q37,gpt-oss:20b,A,A,1,A,A,A,Margaret Mead suggested that:
q38,gpt-oss:20b,C,D,0,C,C,C,The term 'secondary deviation' refers to:
q39,gpt-oss:20b,B,B,1,B,B,B,The effect of the Internet upon the public sphere has been to:
q40,gpt-oss:20b,D,D,1,D,D,D,Weber said that the 'spirit of capitalism' could be traced back to:
q41,gpt-oss:20b,A,A,1,A,A,A,The terms 'crisis of the 1970s' is used to refer to:
q42,gpt-oss:20b,B,B,1,B,B,B,The Macpherson Report highlighted the increasing problem of:
q43,gpt-oss:20b,C,C,1,C,C,C,Seven people standing silently while waiting for a bus at a bus stop is an example of which of the following?
q44,gpt-oss:20b,D,D,1,D,D,D,Environmentalist social movements are global in the sense that:
q46,gpt-oss:20b,A,A,1,A,A,A,The 'new man' of the 1980s was alleged to be:
q47,gpt-oss:20b,B,B,1,B,B,B,"In the 1960s, comprehensive schools did not eradicate class inequalities in education because:"
q48,gpt-oss:20b,B,B,1,B,B,B,"In idealized views of science, the experimental method is said to involve:"
q50,gpt-oss:20b,C,C,1,C,C,C,The Nation of Islam group appealed to:
q51,gpt-oss:20b,B,B,1,B,B,B,Comte's term 'positivism' refers to:
q45,gpt-oss:20b,A,A,1,C,A,A,Chodorow (1978) argued that gender socialization occurred through:
q52,gpt-oss:20b,B,B,1,B,B,B,Theories of racialized discourse suggest that:
q53,gpt-oss:20b,C,B,0,C,C,C,"A major car accident occurs. One man stops his car and starts helping people. After seeing him stop, others also stop and start helping. Which of the following theories best explains the scenario?"
q54,gpt-oss:20b,C,C,1,C,C,C,A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?
q49,gpt-oss:20b,B,D,0,B,D,B,An 'open' society is one that:
q55,gpt-oss:20b,A,A,1,A,A,A,"According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery"
q56,gpt-oss:20b,A,C,0,A,A,A,Pluralist theories suggest that:
q57,gpt-oss:20b,B,B,1,B,B,B,The term 'over-urbanization' means that:
q59,gpt-oss:20b,B,B,1,B,B,B,The term inter-generational mobility refers to:
q60,gpt-oss:20b,B,B,1,B,B,B,"The term 'culture industry', used by members of the Frankfurt School, referred to:"
q61,gpt-oss:20b,C,B,0,C,C,C,"According to Hakim (1995, 1996), the majority of part-time work is done by women because:"
q63,gpt-oss:20b,D,D,1,D,D,D,What is the name of the process by which we acquire a sense of identity and become members of society?
q64,gpt-oss:20b,C,C,1,C,C,C,Pre-testing a questionnaire is useful for:
q58,gpt-oss:20b,B,C,0,A,B,C,The capitalist class of the mid-twentieth century were said to join the upper class because they:
q65,gpt-oss:20b,D,D,1,D,D,D,Judith Butler (1999) suggested that:
q62,gpt-oss:20b,C,C,1,C,A,A,A sect is organised around:
q68,gpt-oss:20b,D,D,1,D,D,D,"Religious organizations such as the Church of Norway, Islam, the Church of England, and the Church of Greece have which of the following characteristics in common?"
q66,gpt-oss:20b,A,A,1,A,B,A,Patterns of drug use in Britain reveal that:
q67,gpt-oss:20b,D,D,1,D,B,D,Murray thought that the 'underclass' consisted of people who:
q69,gpt-oss:20b,A,A,1,A,A,A,"A researcher mailed 1,000 questionnaires to members of a labor union and received 300 back. Most of those who returned the questionnaires indicated that they were dissatisfied with the union. Results based only on the returned questionnaires are most likely contaminated by"
q70,gpt-oss:20b,B,A,0,B,B,B,Role-learning theory suggests that
q71,gpt-oss:20b,D,A,0,D,D,D,Post-modernist writers have argued that:
q72,gpt-oss:20b,A,A,1,A,A,A,"Leroy visits his parents, who live in a primarily African American working-class neighborhood. During his visit, he notices that the community is changing. Several developments have been built to accommodate single-family homes, and upscale shopping centers have been added. While Leroy appreciates these changes, he is worried that his parents will not be able to afford to continue living in their neighborhood because property values are rising. Which of the following best explains what is happening to Leroy's old neighborhood?"
q73,gpt-oss:20b,D,D,1,D,D,D,Warner's study of the city of Natchez in the American Deep South showed that the 'colour line' there was:
q74,gpt-oss:20b,D,D,1,D,D,D,The social construction of childhood can be traced back to:
q75,gpt-oss:20b,C,C,1,C,C,C,"In Marx's theory, the 'mode of production' means:"
q76,gpt-oss:20b,A,A,1,A,A,A,The trend of decarceration involves:
q79,gpt-oss:20b,C,C,1,C,C,C,Which of the following best describes the practice of placing the blame for the problems of a society on one particular group?
q80,gpt-oss:20b,D,D,1,D,D,D,"Dahrendorf, Rex, and Habermas focused their attention on:"
q77,gpt-oss:20b,C,C,1,D,C,C,The work of Smart suggested that:
q81,gpt-oss:20b,D,D,1,D,D,D,Sreberny-Mohammadi (1996) argues that national cultures can resist American cultural domination of the media by:
q82,gpt-oss:20b,D,D,1,D,D,D,Mulholland (1998) argued that privatization changed the relationship between companies and managers in that:
q83,gpt-oss:20b,D,D,1,D,D,D,Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?
q78,gpt-oss:20b,A,D,0,D,A,A,Allen's (2001) study of nurses showed that:
q84,gpt-oss:20b,C,C,1,C,C,C,Socialization is:
q85,gpt-oss:20b,C,C,1,C,C,C,The term 'assets' refers to:
q87,gpt-oss:20b,D,D,1,D,D,D,Social norms are:
q88,gpt-oss:20b,D,D,1,D,D,D,The 'nuclear family' means:
q86,gpt-oss:20b,D,D,1,D,C,D,"In the traditional hierarchy of status and precedence, which of these members of the upper class are in the right order (from highest to lowest status)?"
q90,gpt-oss:20b,A,A,1,A,A,A,Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?
q91,gpt-oss:20b,C,C,1,C,C,C,Post-Fordist forms of media production and consumption involve:
q89,gpt-oss:20b,C,D,0,D,C,C,The rise of new social movements indicates that:
q92,gpt-oss:20b,A,C,0,A,A,A,Marx said that the development of the labour movement through factory-based production would turn the working class into:
q93,gpt-oss:20b,C,C,1,C,C,C,"In stage 3 of the 'health transition', the main causes of illness and death are:"
q94,gpt-oss:20b,D,D,1,D,D,D,Sociologists like Bordo (1993) have attributed the 'epidemic' of anorexia in Western cultures to:
q95,gpt-oss:20b,A,A,1,A,A,A,One of the difficulties in 'operationalizing' concepts like social class is that:
q96,gpt-oss:20b,A,A,1,A,A,A,"In the 1990 reform of the National Health Service, hospitals became:"
q97,gpt-oss:20b,D,D,1,D,D,D,Law and order was privatized in the 1980s and 1990s through:
q98,gpt-oss:20b,A,A,1,A,A,A,The 'correspondence principle' (Bowles & Gintis) suggests that:
q99,gpt-oss:20b,B,B,1,B,B,B,Class segregation was apparent in mid-twentieth century Britain insofar as:
q100,gpt-oss:20b,C,C,1,C,C,C,Charles Cooley's theory of the looking-glass self emphasizes
q101,gpt-oss:20b,D,D,1,D,D,D,Queer Theory makes the claim that:
q102,gpt-oss:20b,D,D,1,D,D,D,Scott (1991) introduced the term 'power elite' to describe:
q103,gpt-oss:20b,C,C,1,C,C,C,"A sociologist is conducting research on institutional power relations at a local hospital. The sociologist is on staff at the hospital for several weeks, recording data as field notes. This method of research is called"
q104,gpt-oss:20b,D,D,1,D,D,D,"In Symbolic Interactionist theory, Mead defined the 'generalized other' as:"
q105,gpt-oss:20b,C,C,1,C,C,C,"According to Davis (1995), women may seek cosmetic surgery because:"
q106,gpt-oss:20b,D,D,1,D,D,D,Marx (1844) claimed that capitalism had alienated workers from:
q107,gpt-oss:20b,D,D,1,D,D,D,Herberg's (1955) study of religion in America suggested that:
q108,gpt-oss:20b,D,D,1,D,D,D,Structural-Functionalists describe society as:
q110,gpt-oss:20b,C,C,1,C,C,C,Traditional working class identity was based around:
q112,gpt-oss:20b,B,B,1,B,B,B,Telework is a form of employment that involves:
q113,gpt-oss:20b,C,C,1,C,C,C,Frank (1967) made the claim that 'underdeveloped' societies were:
q114,gpt-oss:20b,C,A,0,C,C,C,The case of the former Soviet Union supports Kerr et al.'s (1960) claim that:
q109,gpt-oss:20b,A,A,1,A,B,A,Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:
q115,gpt-oss:20b,A,A,1,A,A,A,The print revolution of the nineteenth century resulted in:
q111,gpt-oss:20b,D,D,1,D,D,C,Bernstein thought that using 'restricted codes' of language disadvantaged pupils at school because:
q116,gpt-oss:20b,B,B,1,B,B,B,The term 'feminist standpoint' suggests:
q117,gpt-oss:20b,C,C,1,C,C,C,Ethnographic research produces qualitative data because:
q118,gpt-oss:20b,B,B,1,B,B,B,Marx proclaimed that religion would disappear when:
q119,gpt-oss:20b,B,B,1,B,B,B,Which of the following is not a feature of globalization?
q120,gpt-oss:20b,C,C,1,C,C,C,Someone who gains a higher (or lower) social position than he or she was born into has experienced
q121,gpt-oss:20b,C,C,1,C,C,C,A survey should avoid asking:
q122,gpt-oss:20b,B,B,1,B,B,B,"The theory of development which suggests that societies move from traditional to modern, industrial forms of organization is called:"
q123,gpt-oss:20b,D,D,1,D,D,D,"In modern societies, social status is typically measured by a person's:"
q124,gpt-oss:20b,C,C,1,C,C,C,Sociology differs from common sense in that:
q125,gpt-oss:20b,A,A,1,A,A,A,World-affirming religions:
q126,gpt-oss:20b,B,B,1,B,B,B,The 'extension pattern' that Parker (1976) identified was said to be:
q127,gpt-oss:20b,C,C,1,C,C,C,Weber defined a 'class situation' as:
q129,gpt-oss:20b,B,C,0,B,B,B,Smith & Tomlinson argued that:
q130,gpt-oss:20b,C,C,1,C,C,C,The 'post-industrial society' identified by Bell (1973) involved:
q131,gpt-oss:20b,D,D,1,D,D,D,White-collar crime is low in visibility because:
q128,gpt-oss:20b,B,D,0,B,B,C,The introduction of market principles to educational policy in the 1980s resulted in:
q132,gpt-oss:20b,D,D,1,D,D,D,"With industrial capitalism, leisure emerged as a concept that meant:"
q133,gpt-oss:20b,A,A,1,A,A,A,A moral panic occurs when:
q134,gpt-oss:20b,D,D,1,D,D,D,The 'demographic transition' is a social trend that involves:
q135,gpt-oss:20b,B,B,1,B,B,B,'Snowballing' is an example of:
q136,gpt-oss:20b,B,B,1,B,B,B,The 'class polarization' that Marx predicted referred to:
q137,gpt-oss:20b,D,D,1,D,D,D,"In the context of the labour movement in the nineteenth century, 'incorporation' meant:"
q138,gpt-oss:20b,A,A,1,A,A,A,Millions of immigrant children who entered the United States learned English and the duties of citizenship while attending public schools in the communities in which they settled. This is an example of which of the following sociological concepts?
q139,gpt-oss:20b,D,D,1,D,D,D,The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:
q140,gpt-oss:20b,D,D,1,D,D,D,"According to Foucault, carceral organizations:"
q142,gpt-oss:20b,B,B,1,B,B,B,Ethnic identity refers to:
q143,gpt-oss:20b,B,B,1,B,B,B,Marriage appears to be in decline because:
q144,gpt-oss:20b,A,A,1,A,A,A,The market model of state welfare is based on the principle of:
q145,gpt-oss:20b,B,B,1,B,B,B,The term feminization of poverty refers to:
q146,gpt-oss:20b,C,C,1,C,C,C,Which of the following is not identified as a new form of community?
q147,gpt-oss:20b,A,A,1,A,A,A,The use of 'indentured labour' in the nineteenth century involved:
q141,gpt-oss:20b,B,B,1,C,C,B,Which of the following is not recognised as a level of society?
q148,gpt-oss:20b,D,D,1,D,D,D,Cultural restructuring has involved:
q150,gpt-oss:20b,D,D,1,D,D,D,Which of the following is the most important agent of socialization in early childhood?
q151,gpt-oss:20b,A,A,1,A,A,A,Which of the following is not a 'research purpose'?
q152,gpt-oss:20b,A,C,0,A,A,A,'Scientific' theories in the nineteenth century tried to explain race in naturalistic terms. Which of the following ideas was not considered?
q153,gpt-oss:20b,C,C,1,C,C,C,Which of the following is not a regular national survey carried out by the British government?
q154,gpt-oss:20b,C,C,1,C,C,C,Which of the following industries did Blauner (1964) suggest was most alienating to its employees?
q155,gpt-oss:20b,A,D,0,A,A,A,The 'decentralized city' can be identified by:
q149,gpt-oss:20b,B,B,1,B,D,D,Which of the following was not part of Weber's ideal type of bureaucracy?
q156,gpt-oss:20b,C,C,1,C,C,C,Lombroso claimed that:
q158,gpt-oss:20b,B,B,1,B,B,B,"When Berger & Luckmann said that reality is socially constructed, they meant:"
q159,gpt-oss:20b,B,B,1,B,B,B,Which of the following groups or organizations can be identified as having the characteristics of a bureaucracy?
q160,gpt-oss:20b,B,B,1,B,B,B,Pilcher (1999) identified soap operas as a 'feminine genre' of media because:
q157,gpt-oss:20b,D,D,1,D,B,D,Warner and Myrdal claimed that black former slaves were not joining the 'ethnic melting pot' of the North American cities because:
q161,gpt-oss:20b,C,C,1,C,C,C,Which of these was not one of Townsend's (1979) indicators of relative deprivation?
q162,gpt-oss:20b,D,D,1,D,D,D,Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?
q163,gpt-oss:20b,B,B,1,B,B,B,The concept of political culture refers to the
q164,gpt-oss:20b,B,A,0,B,B,B,"Walt Disney, Sony and Time Warner are examples of:"
q165,gpt-oss:20b,B,B,1,B,B,B,Equilibrium theories of social change emphasize
q166,gpt-oss:20b,A,A,1,A,A,A,Which of the following best describes the definition of poverty used by the United States government?
q167,gpt-oss:20b,B,B,1,B,B,B,The 'absolute' poverty line is drawn to show:
q168,gpt-oss:20b,C,C,1,C,C,C,'Eyeballing' is a technique that involves:
q169,gpt-oss:20b,A,A,1,A,A,A,Which of the following was not a strategy used by the Conservative government of 1979 to reduce the power of the labour movement?
q170,gpt-oss:20b,B,C,0,B,B,B,"In the nineteenth century, homosexuality was understood as:"
q171,gpt-oss:20b,B,B,1,B,B,B,The population pyramid of a population that has had a slightly larger birth rate than death rate for several generations will most likely have which of the following shapes?
q172,gpt-oss:20b,A,A,1,A,A,A,The 'new racism' refers to:
q173,gpt-oss:20b,A,A,1,A,A,A,Giselle graduated from college with high honors in management. She was recruited immediately following college by a large corporation and accepted a position in junior management. She quickly advanced to middle management. Ten years later Giselle was still in a middle-management position and had witnessed junior male colleagues promoted over her. Which of the following is a phenomenon that is most likely to explain Giselle's lack of promotion?
q174,gpt-oss:20b,B,B,1,B,B,B,The Mafia is an example of:
q175,gpt-oss:20b,A,A,1,A,A,A,Goldthorpe identified the 'service class' as:
q176,gpt-oss:20b,D,D,1,D,D,D,Industrial production in the nineteenth century was characterized by:
q177,gpt-oss:20b,B,D,0,B,B,B,The term 'collective consumption' (Castells 1977) refers to:
q178,gpt-oss:20b,A,B,0,A,A,A,The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:
q179,gpt-oss:20b,B,B,1,B,B,B,Robert and Tanya are married and live with their three children. Their family unit is called
q180,gpt-oss:20b,C,C,1,C,C,C,"In Durkheim's work, the term 'collective representations' refers to:"
q181,gpt-oss:20b,B,B,1,B,B,B,Which of the following is not a characteristic of totalitarian societies?
q182,gpt-oss:20b,C,C,1,C,C,C,Freud's notion of the 'ego' referred to:
q183,gpt-oss:20b,A,A,1,A,A,A,Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?
q184,gpt-oss:20b,B,C,0,B,B,B,Which of the following is a personal document with closed access?
q185,gpt-oss:20b,C,C,1,C,C,C,The tripartite system used the 11+ exam to select pupils for:
q186,gpt-oss:20b,A,A,1,A,A,A,Durkheim defined social facts as:
q188,gpt-oss:20b,B,B,1,B,B,B,Bowlby's maternal deprivation thesis claimed that:
q189,gpt-oss:20b,D,D,1,D,D,D,War became possible between nation states in the nineteenth century because:
q190,gpt-oss:20b,C,C,1,C,C,C,Which of the following is not identified by Fulcher & Scott as a criterion of community?
q192,gpt-oss:20b,D,D,1,D,D,D,"According to Scott (1990), a document is 'authentic' if it:"
q193,gpt-oss:20b,A,A,1,A,A,A,Which of the following is not a consequence of global tourism?
q187,gpt-oss:20b,D,D,1,D,B,D,The media-themes model of media influence claims that:
q191,gpt-oss:20b,D,C,0,D,D,C,The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:
q194,gpt-oss:20b,C,C,1,C,C,C,Which of the following did Thatcher's government not strive to achieve:
q195,gpt-oss:20b,B,B,1,B,B,B,One of the ethical problems with covert participant observation is:
q196,gpt-oss:20b,B,B,1,B,B,B,The embourgeoisement thesis suggests that:
q197,gpt-oss:20b,D,D,1,D,D,D,Women have been excluded from the public sphere because:
q198,gpt-oss:20b,C,C,1,C,C,C,Economic aid has largely failed to promote modernization in the developing countries because:
q199,gpt-oss:20b,D,D,1,D,D,D,How is terrorism different from the types of crime described by the Chicago School?
q200,gpt-oss:20b,B,B,1,B,B,B,The human relations approach emphasized the importance of:
q201,gpt-oss:20b,D,B,0,D,D,D,Which of the following did Domhoff not identify as a process of decision-making in the USA?
