question_id,model,predicted_answer,correct_answer,is_correct,agent_1_ans,agent_2_ans,agent_3_ans,question
q74,mistral:latest,D,D,1,D,D,D,The social construction of childhood can be traced back to:
q70,mistral:latest,B,A,0,A,B,A,Role-learning theory suggests that
q75,mistral:latest,C,C,1,C,C,C,"In Marx's theory, the 'mode of production' means:"
q76,mistral:latest,A,A,1,A,A,A,The trend of decarceration involves:
q79,mistral:latest,C,C,1,C,C,C,Which of the following best describes the practice of placing the blame for the problems of a society on one particular group?
q78,mistral:latest,D,D,1,D,D,A,Allen's (2001) study of nurses showed that:
q81,mistral:latest,D,D,1,D,D,D,Sreberny-Mohammadi (1996) argues that national cultures can resist American cultural domination of the media by:
q77,mistral:latest,C,C,1,C,D,A,The work of Smart suggested that:
q80,mistral:latest,A,D,0,A,A,D,"Dahrendorf, Rex, and Habermas focused their attention on:"
q84,mistral:latest,C,C,1,C,C,C,Socialization is:
q82,mistral:latest,D,D,1,C,D,D,Mulholland (1998) argued that privatization changed the relationship between companies and managers in that:
q83,mistral:latest,B,D,0,D,C,B,Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?
q85,mistral:latest,C,C,1,C,C,C,The term 'assets' refers to:
q87,mistral:latest,D,D,1,D,D,D,Social norms are:
q88,mistral:latest,D,D,1,D,D,D,The 'nuclear family' means:
q90,mistral:latest,A,A,1,A,A,A,Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?
q91,mistral:latest,C,C,1,C,C,C,Post-Fordist forms of media production and consumption involve:
q86,mistral:latest,D,D,1,A,B,B,"In the traditional hierarchy of status and precedence, which of these members of the upper class are in the right order (from highest to lowest status)?"
q92,mistral:latest,C,C,1,C,C,C,Marx said that the development of the labour movement through factory-based production would turn the working class into:
q93,mistral:latest,C,C,1,C,C,C,"In stage 3 of the 'health transition', the main causes of illness and death are:"
q89,mistral:latest,C,D,0,D,C,C,The rise of new social movements indicates that:
q94,mistral:latest,D,D,1,D,D,D,Sociologists like Bordo (1993) have attributed the 'epidemic' of anorexia in Western cultures to:
q95,mistral:latest,A,A,1,A,A,A,One of the difficulties in 'operationalizing' concepts like social class is that:
q96,mistral:latest,A,A,1,A,A,A,"In the 1990 reform of the National Health Service, hospitals became:"
q100,mistral:latest,C,C,1,C,C,C,Charles Cooley's theory of the looking-glass self emphasizes
q97,mistral:latest,D,D,1,D,D,B,Law and order was privatized in the 1980s and 1990s through:
q98,mistral:latest,A,A,1,B,A,A,The 'correspondence principle' (Bowles & Gintis) suggests that:
q101,mistral:latest,D,D,1,D,D,D,Queer Theory makes the claim that:
q102,mistral:latest,D,D,1,D,D,D,Scott (1991) introduced the term 'power elite' to describe:
q103,mistral:latest,C,C,1,C,C,C,"A sociologist is conducting research on institutional power relations at a local hospital. The sociologist is on staff at the hospital for several weeks, recording data as field notes. This method of research is called"
q99,mistral:latest,B,B,1,B,A,B,Class segregation was apparent in mid-twentieth century Britain insofar as:
q104,mistral:latest,D,D,1,D,D,D,"In Symbolic Interactionist theory, Mead defined the 'generalized other' as:"
q105,mistral:latest,C,C,1,C,C,C,"According to Davis (1995), women may seek cosmetic surgery because:"
q106,mistral:latest,D,D,1,D,D,D,Marx (1844) claimed that capitalism had alienated workers from:
q109,mistral:latest,A,A,1,A,A,A,Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:
q110,mistral:latest,C,C,1,C,C,C,Traditional working class identity was based around:
q108,mistral:latest,D,D,1,A,D,D,Structural-Functionalists describe society as:
q112,mistral:latest,B,B,1,B,B,B,Telework is a form of employment that involves:
q107,mistral:latest,A,D,0,D,C,A,Herberg's (1955) study of religion in America suggested that:
q113,mistral:latest,C,C,1,C,C,C,Frank (1967) made the claim that 'underdeveloped' societies were:
q111,mistral:latest,C,D,0,D,C,C,Bernstein thought that using 'restricted codes' of language disadvantaged pupils at school because:
q114,mistral:latest,A,A,1,A,A,A,The case of the former Soviet Union supports Kerr et al.'s (1960) claim that:
q115,mistral:latest,A,A,1,A,A,A,The print revolution of the nineteenth century resulted in:
q116,mistral:latest,B,B,1,B,B,B,The term 'feminist standpoint' suggests:
q117,mistral:latest,C,C,1,C,C,C,Ethnographic research produces qualitative data because:
q118,mistral:latest,B,B,1,B,B,B,Marx proclaimed that religion would disappear when:
q120,mistral:latest,C,C,1,C,C,C,Someone who gains a higher (or lower) social position than he or she was born into has experienced
q121,mistral:latest,C,C,1,C,C,C,A survey should avoid asking:
q124,mistral:latest,C,C,1,C,C,C,Sociology differs from common sense in that:
q122,mistral:latest,B,B,1,B,B,D,"The theory of development which suggests that societies move from traditional to modern, industrial forms of organization is called:"
q119,mistral:latest,C,B,0,A,B,B,Which of the following is not a feature of globalization?
q123,mistral:latest,B,D,0,B,D,B,"In modern societies, social status is typically measured by a person's:"
q125,mistral:latest,A,A,1,A,A,A,World-affirming religions:
q127,mistral:latest,C,C,1,C,C,C,Weber defined a 'class situation' as:
q130,mistral:latest,C,C,1,C,C,C,The 'post-industrial society' identified by Bell (1973) involved:
q128,mistral:latest,D,D,1,D,A,D,The introduction of market principles to educational policy in the 1980s resulted in:
q129,mistral:latest,B,C,0,A,B,B,Smith & Tomlinson argued that:
q126,mistral:latest,A,B,0,A,C,B,The 'extension pattern' that Parker (1976) identified was said to be:
q131,mistral:latest,D,D,1,D,D,D,White-collar crime is low in visibility because:
q132,mistral:latest,A,D,0,A,A,A,"With industrial capitalism, leisure emerged as a concept that meant:"
q133,mistral:latest,A,A,1,A,A,A,A moral panic occurs when:
q134,mistral:latest,D,D,1,D,D,D,The 'demographic transition' is a social trend that involves:
q135,mistral:latest,B,B,1,B,B,B,'Snowballing' is an example of:
q138,mistral:latest,A,A,1,A,A,A,Millions of immigrant children who entered the United States learned English and the duties of citizenship while attending public schools in the communities in which they settled. This is an example of which of the following sociological concepts?
q139,mistral:latest,D,D,1,D,D,D,The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:
q140,mistral:latest,D,D,1,D,D,D,"According to Foucault, carceral organizations:"
q141,mistral:latest,C,B,0,C,C,C,Which of the following is not recognised as a level of society?
q136,mistral:latest,B,B,1,B,A,B,The 'class polarization' that Marx predicted referred to:
q137,mistral:latest,D,D,1,A,D,D,"In the context of the labour movement in the nineteenth century, 'incorporation' meant:"
q142,mistral:latest,B,B,1,B,B,B,Ethnic identity refers to:
q143,mistral:latest,D,B,0,D,D,D,Marriage appears to be in decline because:
q145,mistral:latest,B,B,1,B,B,B,The term feminization of poverty refers to:
q146,mistral:latest,C,C,1,C,C,C,Which of the following is not identified as a new form of community?
q147,mistral:latest,A,A,1,A,A,A,The use of 'indentured labour' in the nineteenth century involved:
q144,mistral:latest,D,A,0,D,A,D,The market model of state welfare is based on the principle of:
q148,mistral:latest,D,D,1,D,D,D,Cultural restructuring has involved:
q150,mistral:latest,D,D,1,D,D,D,Which of the following is the most important agent of socialization in early childhood?
q152,mistral:latest,A,C,0,A,A,A,'Scientific' theories in the nineteenth century tried to explain race in naturalistic terms. Which of the following ideas was not considered?
q154,mistral:latest,A,C,0,A,A,A,Which of the following industries did Blauner (1964) suggest was most alienating to its employees?
q149,mistral:latest,A,B,0,A,B,B,Which of the following was not part of Weber's ideal type of bureaucracy?
q153,mistral:latest,C,C,1,C,A,C,Which of the following is not a regular national survey carried out by the British government?
q151,mistral:latest,A,A,1,C,A,C,Which of the following is not a 'research purpose'?
q156,mistral:latest,C,C,1,C,C,C,Lombroso claimed that:
q157,mistral:latest,D,D,1,D,D,D,Warner and Myrdal claimed that black former slaves were not joining the 'ethnic melting pot' of the North American cities because:
q158,mistral:latest,B,B,1,B,B,B,"When Berger & Luckmann said that reality is socially constructed, they meant:"
q159,mistral:latest,B,B,1,B,B,B,Which of the following groups or organizations can be identified as having the characteristics of a bureaucracy?
q160,mistral:latest,B,B,1,B,B,B,Pilcher (1999) identified soap operas as a 'feminine genre' of media because:
q155,mistral:latest,D,D,1,A,D,A,The 'decentralized city' can be identified by:
q163,mistral:latest,B,B,1,B,B,B,The concept of political culture refers to the
q164,mistral:latest,B,A,0,B,B,B,"Walt Disney, Sony and Time Warner are examples of:"
q165,mistral:latest,B,B,1,B,B,B,Equilibrium theories of social change emphasize
q161,mistral:latest,C,C,1,C,C,A,Which of these was not one of Townsend's (1979) indicators of relative deprivation?
q166,mistral:latest,A,A,1,A,A,A,Which of the following best describes the definition of poverty used by the United States government?
q162,mistral:latest,C,D,0,C,D,D,Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?
q167,mistral:latest,B,B,1,B,B,B,The 'absolute' poverty line is drawn to show:
q168,mistral:latest,C,C,1,C,C,C,'Eyeballing' is a technique that involves:
q169,mistral:latest,A,A,1,A,A,A,Which of the following was not a strategy used by the Conservative government of 1979 to reduce the power of the labour movement?
q172,mistral:latest,A,A,1,A,A,A,The 'new racism' refers to:
q173,mistral:latest,A,A,1,A,A,A,Giselle graduated from college with high honors in management. She was recruited immediately following college by a large corporation and accepted a position in junior management. She quickly advanced to middle management. Ten years later Giselle was still in a middle-management position and had witnessed junior male colleagues promoted over her. Which of the following is a phenomenon that is most likely to explain Giselle's lack of promotion?
q174,mistral:latest,B,B,1,B,B,B,The Mafia is an example of:
q175,mistral:latest,A,A,1,A,A,A,Goldthorpe identified the 'service class' as:
q170,mistral:latest,B,C,0,B,B,C,"In the nineteenth century, homosexuality was understood as:"
q171,mistral:latest,C,B,0,A,B,A,The population pyramid of a population that has had a slightly larger birth rate than death rate for several generations will most likely have which of the following shapes?
q176,mistral:latest,D,D,1,D,D,D,Industrial production in the nineteenth century was characterized by:
q177,mistral:latest,D,D,1,D,D,D,The term 'collective consumption' (Castells 1977) refers to:
q179,mistral:latest,B,B,1,B,B,B,Robert and Tanya are married and live with their three children. Their family unit is called
q180,mistral:latest,C,C,1,C,C,C,"In Durkheim's work, the term 'collective representations' refers to:"
q178,mistral:latest,B,B,1,B,B,D,The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:
q182,mistral:latest,C,C,1,C,C,C,Freud's notion of the 'ego' referred to:
q183,mistral:latest,A,A,1,A,A,A,Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?
q184,mistral:latest,B,C,0,B,B,B,Which of the following is a personal document with closed access?
q185,mistral:latest,C,C,1,C,C,C,The tripartite system used the 11+ exam to select pupils for:
q186,mistral:latest,A,A,1,A,A,A,Durkheim defined social facts as:
q181,mistral:latest,A,B,0,A,B,B,Which of the following is not a characteristic of totalitarian societies?
q188,mistral:latest,B,B,1,B,B,B,Bowlby's maternal deprivation thesis claimed that:
q187,mistral:latest,A,D,0,D,A,A,The media-themes model of media influence claims that:
q191,mistral:latest,C,C,1,C,C,C,The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:
q189,mistral:latest,D,D,1,D,C,D,War became possible between nation states in the nineteenth century because:
q192,mistral:latest,D,D,1,D,D,D,"According to Scott (1990), a document is 'authentic' if it:"
q193,mistral:latest,A,A,1,A,A,A,Which of the following is not a consequence of global tourism?
q190,mistral:latest,C,C,1,A,A,C,Which of the following is not identified by Fulcher & Scott as a criterion of community?
q195,mistral:latest,B,B,1,B,B,B,One of the ethical problems with covert participant observation is:
q196,mistral:latest,B,B,1,B,B,B,The embourgeoisement thesis suggests that:
q194,mistral:latest,C,C,1,C,A,C,Which of the following did Thatcher's government not strive to achieve:
q197,mistral:latest,D,D,1,D,D,D,Women have been excluded from the public sphere because:
q200,mistral:latest,B,B,1,B,B,B,The human relations approach emphasized the importance of:
q198,mistral:latest,C,C,1,C,B,C,Economic aid has largely failed to promote modernization in the developing countries because:
q199,mistral:latest,D,D,1,D,B,D,How is terrorism different from the types of crime described by the Chicago School?
q201,mistral:latest,B,B,1,A,B,B,Which of the following did Domhoff not identify as a process of decision-making in the USA?
