question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,temperature,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q7,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q7,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q8,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q8,1,0.0,0.0,0.0,1.0,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q8,2,0.0,0.0,1.0,0.0,C,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q8,3,1.0,0.0,0.0,0.0,A,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q9,0,0.0,0.0,0.0,1.0,D,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q9,1,1.0,0.0,0.0,0.0,A,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q9,2,0.0,0.0,1.0,0.0,C,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q9,3,0.0,0.0,1.0,0.0,C,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q10,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q10,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q10,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q10,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q12,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q12,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q12,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q12,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q13,0,0.0,1.0,0.0,0.0,B,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q13,1,1.0,0.0,0.0,0.0,A,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q13,2,1.0,0.0,0.0,0.0,A,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q13,3,0.0,0.0,0.0,1.0,D,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q14,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q14,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q14,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q14,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q15,0,0.0,0.0,1.0,0.0,C,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q15,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q15,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q15,3,1.0,0.0,0.0,0.0,A,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q16,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q16,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q16,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q16,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q17,0,0.0,0.0,1.0,0.0,C,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q17,1,0.0,1.0,0.0,0.0,B,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q17,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q17,3,0.0,0.0,1.0,0.0,C,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q18,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q18,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q18,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q18,3,1.0,0.0,0.0,0.0,A,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q20,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q20,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q20,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q20,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q21,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q21,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q21,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q21,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q22,0,1.0,0.0,0.0,0.0,A,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q22,1,0.0,0.0,0.0,1.0,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q22,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q22,3,1.0,0.0,0.0,0.0,A,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q24,0,0.0,0.0,0.0,1.0,D,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q24,1,1.0,0.0,0.0,0.0,A,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q24,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q24,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q25,0,0.0,0.0,1.0,0.0,C,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q25,1,0.0,0.0,1.0,0.0,C,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q25,2,0.0,1.0,0.0,0.0,B,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q25,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q26,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q26,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q26,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q26,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q27,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q27,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q27,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q27,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q28,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q28,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q28,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q28,3,0.0,1.0,0.0,0.0,B,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q29,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q29,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q29,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q29,3,0.0,0.0,1.0,0.0,C,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q30,0,1.0,0.0,0.0,0.0,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q30,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q30,2,0.0,0.0,1.0,0.0,C,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q30,3,0.0,1.0,0.0,0.0,B,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q32,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q32,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q32,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q32,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q33,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q33,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q33,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q33,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q35,0,0.0,1.0,0.0,0.0,B,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q35,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q35,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q35,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q36,0,0.0,0.0,0.0,1.0,D,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q36,1,0.0,0.0,0.0,1.0,D,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q36,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q36,3,1.0,0.0,0.0,0.0,A,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q37,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q37,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q37,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q37,3,0.0,0.0,1.0,0.0,C,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q38,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q38,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q38,2,1.0,0.0,0.0,0.0,A,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q38,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q39,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q39,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q39,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q39,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q41,0,0.0,0.0,1.0,0.0,C,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q41,1,0.0,1.0,0.0,0.0,B,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q41,2,1.0,0.0,0.0,0.0,A,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q41,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q42,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q42,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q42,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q42,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q43,0,0.0,0.0,0.0,1.0,D,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q43,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q43,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q43,3,1.0,0.0,0.0,0.0,A,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q44,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q44,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q44,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q44,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q47,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q47,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q47,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q47,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q48,0,0.0,0.0,0.0,1.0,D,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q48,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q48,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q48,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q49,0,0.0,0.0,1.0,0.0,C,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q49,1,0.0,0.0,1.0,0.0,C,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q49,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q49,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q50,0,0.0,1.0,0.0,0.0,B,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q50,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q50,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q50,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q51,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q51,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q51,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q51,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q52,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q52,1,0.0,0.0,1.0,0.0,C,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q52,2,0.0,0.0,1.0,0.0,C,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q52,3,1.0,0.0,0.0,0.0,A,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q53,0,1.0,0.0,0.0,0.0,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q53,1,0.0,0.0,1.0,0.0,C,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q53,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q53,3,0.0,1.0,0.0,0.0,B,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q55,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q55,1,0.0,0.0,1.0,0.0,C,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q55,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q55,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q56,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q56,1,0.0,0.0,1.0,0.0,C,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q56,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q56,3,0.0,0.0,1.0,0.0,C,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q57,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q57,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q57,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q57,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q58,0,0.0,0.0,1.0,0.0,C,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q58,1,0.0,1.0,0.0,0.0,B,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q58,2,1.0,0.0,0.0,0.0,A,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q58,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q59,0,1.0,0.0,0.0,0.0,A,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q59,1,0.0,0.0,0.0,1.0,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q59,2,0.0,0.0,1.0,0.0,C,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q59,3,0.0,1.0,0.0,0.0,B,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q60,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q60,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q60,2,0.0,0.0,1.0,0.0,C,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q60,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q61,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q61,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q61,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q61,3,0.0,0.0,1.0,0.0,C,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q62,0,0.0,1.0,0.0,0.0,B,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q62,1,0.0,0.0,1.0,0.0,C,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q62,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q62,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q63,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q63,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q63,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q63,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q64,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q64,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q64,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q64,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q65,0,0.0,0.0,1.0,0.0,C,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q65,1,0.0,0.0,1.0,0.0,C,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q65,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q65,3,0.0,0.0,1.0,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q66,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q66,1,0.0,0.0,0.0,1.0,D,B,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q66,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q66,3,0.0,1.0,0.0,0.0,B,D,C,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q67,0,0.0,0.0,1.0,0.0,C,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q67,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
q67,2,0.0,0.0,1.0,0.0,C,C,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q67,3,0.0,0.0,0.0,1.0,D,B,A,Qwen/Qwen2.5-3B-Instruct,0.5,0,D,0
q68,0,0.0,0.0,1.0,0.0,C,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,C,0
q68,1,0.0,1.0,0.0,0.0,B,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,B,0
q68,2,1.0,0.0,0.0,0.0,A,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q68,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q69,0,0.0,1.0,0.0,0.0,B,B,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,B,1
q69,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q69,2,1.0,0.0,0.0,0.0,A,D,B,Qwen/Qwen2.5-3B-Instruct,0.5,0,A,0
q69,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-3B-Instruct,0.5,1,C,1
q70,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,A,1
q70,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5,1,D,1
