question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,temperature,is_correct_fixed,debiased_predicted_answer,debiased_is_correct
q27,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q27,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q27,2,0.0,0.0,1.0,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q27,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q28,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q28,1,0.5,0.0,0.5,0.0,C,D,A,llama3:8b-instruct-q8_0,0.5,0,A,0
q28,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,C,A,llama3:8b-instruct-q8_0,0.5,0,A,0
q28,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,A,llama3:8b-instruct-q8_0,0.5,1,B,1
q30,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q30,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q30,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q30,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q29,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q29,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q29,2,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q29,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,A,llama3:8b-instruct-q8_0,0.5,1,B,1
q32,0,0.0,0.0,1.0,0.0,C,C,C,llama3:8b-instruct-q8_0,0.5,1,C,1
q32,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,C,llama3:8b-instruct-q8_0,0.5,0,C,0
q32,2,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,C,llama3:8b-instruct-q8_0,0.5,0,A,1
q32,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,llama3:8b-instruct-q8_0,0.5,0,D,1
q33,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q33,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q33,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q33,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q34,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q34,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q34,2,0.0,0.0,1.0,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q34,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q35,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q35,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q35,2,0.0,0.0,1.0,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q35,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q36,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q36,1,0.0,0.0,0.5,0.5,C,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q36,2,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,A,0
q36,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q38,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,D,llama3:8b-instruct-q8_0,0.5,0,C,0
q38,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,D,llama3:8b-instruct-q8_0,0.5,1,A,0
q38,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,D,llama3:8b-instruct-q8_0,0.5,0,D,0
q38,3,0.0,0.0,1.0,0.0,C,A,D,llama3:8b-instruct-q8_0,0.5,0,C,0
q37,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q37,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q37,2,0.0,0.0,1.0,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q37,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q39,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,B,llama3:8b-instruct-q8_0,0.5,1,B,1
q39,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q39,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q39,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q40,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,llama3:8b-instruct-q8_0,0.5,0,D,1
q40,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,D,llama3:8b-instruct-q8_0,0.5,1,A,0
q40,2,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,D,llama3:8b-instruct-q8_0,0.5,0,C,0
q40,3,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,D,llama3:8b-instruct-q8_0,0.5,0,A,1
q41,0,0.5,0.0,0.5,0.0,C,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q41,1,0.0,0.0,0.5,0.5,C,D,A,llama3:8b-instruct-q8_0,0.5,0,D,1
q41,2,0.0,0.0,1.0,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q41,3,0.0,0.5,0.5,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,B,1
q42,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,B,llama3:8b-instruct-q8_0,0.5,1,B,1
q42,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q42,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q42,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q43,0,0.0,0.0,1.0,0.0,C,C,C,llama3:8b-instruct-q8_0,0.5,1,C,1
q43,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,C,llama3:8b-instruct-q8_0,0.5,0,C,0
q43,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,C,llama3:8b-instruct-q8_0,0.5,0,D,0
q43,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,llama3:8b-instruct-q8_0,0.5,0,D,1
q44,0,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,D,llama3:8b-instruct-q8_0,0.5,0,D,1
q44,1,0.0,0.0,1.0,0.0,C,C,D,llama3:8b-instruct-q8_0,0.5,1,C,1
q44,2,0.0,0.0,1.0,0.0,C,B,D,llama3:8b-instruct-q8_0,0.5,0,C,0
q44,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,D,llama3:8b-instruct-q8_0,0.5,0,C,0
q45,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,A,A,llama3:8b-instruct-q8_0,0.5,0,B,0
q45,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,D,A,llama3:8b-instruct-q8_0,0.5,0,A,0
q45,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,C,A,llama3:8b-instruct-q8_0,0.5,0,D,0
q45,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q47,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q47,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q47,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q47,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q48,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q48,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q48,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q48,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q49,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,D,D,llama3:8b-instruct-q8_0,0.5,0,B,0
q49,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,C,D,llama3:8b-instruct-q8_0,0.5,0,A,0
q49,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,B,D,llama3:8b-instruct-q8_0,0.5,1,D,0
q49,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,D,llama3:8b-instruct-q8_0,0.5,0,C,0
q50,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,C,llama3:8b-instruct-q8_0,0.5,1,C,1
q50,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,llama3:8b-instruct-q8_0,0.5,1,B,1
q50,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,A,C,llama3:8b-instruct-q8_0,0.5,0,A,1
q50,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,D,C,llama3:8b-instruct-q8_0,0.5,0,D,1
q51,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q51,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q51,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q51,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q52,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q52,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q52,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q52,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q54,0,0.0,0.0,1.0,0.0,C,C,C,llama3:8b-instruct-q8_0,0.5,1,C,1
q54,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,C,llama3:8b-instruct-q8_0,0.5,0,C,0
q54,2,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,C,llama3:8b-instruct-q8_0,0.5,0,A,1
q54,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,llama3:8b-instruct-q8_0,0.5,0,D,1
q53,0,0.0,0.0,1.0,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q53,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q53,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q53,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,llama3:8b-instruct-q8_0,0.5,1,D,0
q55,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,A,llama3:8b-instruct-q8_0,0.5,0,A,1
q55,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q55,2,0.0,0.0,1.0,0.0,C,C,A,llama3:8b-instruct-q8_0,0.5,1,C,1
q55,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,llama3:8b-instruct-q8_0,0.5,0,C,0
q56,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,C,llama3:8b-instruct-q8_0,0.5,1,A,0
q56,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,C,llama3:8b-instruct-q8_0,0.5,0,C,0
q56,2,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,C,llama3:8b-instruct-q8_0,0.5,0,A,1
q56,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,C,llama3:8b-instruct-q8_0,0.5,0,C,0
q58,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,C,C,llama3:8b-instruct-q8_0,0.5,1,C,1
q58,1,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,C,llama3:8b-instruct-q8_0,0.5,0,C,0
q58,2,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,C,llama3:8b-instruct-q8_0,0.5,0,A,1
q58,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,C,llama3:8b-instruct-q8_0,0.5,0,D,1
q59,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q59,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q59,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q59,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,C,B,llama3:8b-instruct-q8_0,0.5,1,D,0
q60,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,B,llama3:8b-instruct-q8_0,0.5,0,C,0
q60,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,llama3:8b-instruct-q8_0,0.5,0,A,1
q60,2,0.0,0.0,0.6666666666666666,0.3333333333333333,C,D,B,llama3:8b-instruct-q8_0,0.5,0,D,1
q60,3,0.0,0.0,1.0,0.0,C,C,B,llama3:8b-instruct-q8_0,0.5,1,C,1
q62,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,B,C,C,llama3:8b-instruct-q8_0,0.5,0,A,0
q62,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,llama3:8b-instruct-q8_0,0.5,1,B,1
