question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model
q36,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,B,C,gemma3:12b
q36,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q36,3,0.6666666666666666,0.0,0.0,0.3333333333333333,A,D,C,gemma3:12b
q39,0,0.5,0.0,0.0,0.5,D,D,D,gemma3:12b
q39,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q39,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:12b
q39,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:12b
q44,0,0.0,0.3333333333333333,0.6666666666666666,0.0,C,D,D,gemma3:12b
q44,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q44,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b
q44,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,gemma3:12b
q52,0,0.0,0.0,0.5,0.5,C,B,B,gemma3:12b
q52,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:12b
q52,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,B,gemma3:12b
q52,3,0.0,0.0,0.0,1.0,D,C,B,gemma3:12b
q55,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,A,gemma3:12b
q55,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q55,2,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,A,gemma3:12b
q55,3,0.0,0.5,0.5,0.0,C,B,A,gemma3:12b
q56,0,1.0,0.0,0.0,0.0,A,C,C,gemma3:12b
q56,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q56,2,0.5,0.5,0.0,0.0,B,A,C,gemma3:12b
q56,3,0.0,1.0,0.0,0.0,B,D,C,gemma3:12b
q57,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,D,gemma3:12b
q57,1,0.0,0.0,0.5,0.5,D,C,D,gemma3:12b
q57,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b
q57,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:12b
q58,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,D,gemma3:12b
q58,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q58,2,0.0,0.5,0.5,0.0,B,B,D,gemma3:12b
q58,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,D,gemma3:12b
q59,0,0.5,0.5,0.0,0.0,B,B,B,gemma3:12b
q59,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:12b
q59,2,0.0,0.0,0.5,0.5,C,D,B,gemma3:12b
q59,3,0.0,1.0,0.0,0.0,B,C,B,gemma3:12b
q61,0,0.5,0.0,0.5,0.0,C,D,D,gemma3:12b
q61,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q61,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:12b
q61,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b
q71,0,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,D,gemma3:12b
q71,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,D,gemma3:12b
q71,2,0.0,0.3333333333333333,0.0,0.6666666666666666,D,B,D,gemma3:12b
q71,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,gemma3:12b
q72,0,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,A,gemma3:12b
q72,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q72,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:12b
q72,3,0.0,0.0,1.0,0.0,C,B,A,gemma3:12b
q74,0,0.0,0.6666666666666666,0.3333333333333333,0.0,B,C,C,gemma3:12b
q74,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q74,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,A,C,gemma3:12b
q74,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,C,gemma3:12b
q75,0,0.5,0.0,0.5,0.0,C,D,D,gemma3:12b
q75,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q75,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:12b
q75,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:12b
q80,0,0.0,0.5,0.5,0.0,C,D,D,gemma3:12b
q80,1,0.0,0.5,0.0,0.5,D,C,D,gemma3:12b
q80,2,0.0,0.5,0.0,0.5,D,B,D,gemma3:12b
q80,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b
q81,0,0.0,0.5,0.0,0.5,B,B,B,gemma3:12b
q81,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:12b
q81,2,0.0,0.0,1.0,0.0,C,D,B,gemma3:12b
q81,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,B,gemma3:12b
q88,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,B,B,gemma3:12b
q88,1,0.0,0.0,0.0,1.0,D,A,B,gemma3:12b
q88,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q88,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,B,gemma3:12b
q97,0,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,A,gemma3:12b
q97,1,0.0,1.0,0.0,0.0,B,D,A,gemma3:12b
q97,2,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,A,gemma3:12b
q97,3,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,A,gemma3:12b
q99,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,C,C,gemma3:12b
q99,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,B,B,C,gemma3:12b
q99,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b
q99,3,0.0,0.6666666666666666,0.3333333333333333,0.0,B,D,C,gemma3:12b
