question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model
q29,3,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,D,gemma3:12b
q30,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q30,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q30,2,0.6666666666666666,0.0,0.0,0.3333333333333333,A,A,C,gemma3:12b
q30,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q31,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q31,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q31,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q31,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q32,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q32,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b
q32,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b
q32,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b
q35,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b
q35,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:12b
q35,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q35,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:12b
q37,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q37,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q37,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q37,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q38,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:12b
q38,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,D,C,D,gemma3:12b
q38,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b
q38,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:12b
q40,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b
q40,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:12b
q40,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q40,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:12b
q41,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q41,1,0.0,0.3333333333333333,0.0,0.6666666666666666,D,D,A,gemma3:12b
q41,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q41,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q42,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q42,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,D,gemma3:12b
q42,2,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,D,gemma3:12b
q42,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,D,gemma3:12b
q43,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b
q43,1,0.0,0.0,0.5,0.5,C,D,A,gemma3:12b
q43,2,0.0,0.5,0.5,0.0,B,C,A,gemma3:12b
q43,3,0.0,0.5,0.5,0.0,C,B,A,gemma3:12b
q45,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q45,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q45,2,0.0,0.5,0.0,0.5,D,B,D,gemma3:12b
q45,3,0.0,0.5,0.5,0.0,C,A,D,gemma3:12b
q46,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q46,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q46,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q46,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q47,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q47,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b
q47,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b
q47,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b
q48,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q48,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q48,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q48,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q49,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b
q49,1,0.0,0.6666666666666666,0.0,0.3333333333333333,B,D,A,gemma3:12b
q49,2,0.0,1.0,0.0,0.0,B,C,A,gemma3:12b
q49,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,B,A,gemma3:12b
q50,0,0.0,1.0,0.0,0.0,B,D,D,gemma3:12b
q50,1,0.5,0.5,0.0,0.0,A,C,D,gemma3:12b
q50,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b
q50,3,0.0,0.0,1.0,0.0,C,A,D,gemma3:12b
q51,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q51,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b
q51,2,0.0,0.6666666666666666,0.0,0.3333333333333333,B,B,D,gemma3:12b
q51,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,A,D,gemma3:12b
q53,0,1.0,0.0,0.0,0.0,A,C,C,gemma3:12b
q53,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q53,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q53,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q54,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q54,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q54,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b
q54,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q60,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q60,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q60,2,0.0,0.0,1.0,0.0,C,B,D,gemma3:12b
q60,3,0.0,1.0,0.0,0.0,B,A,D,gemma3:12b
q62,0,0.0,0.0,0.0,1.0,D,B,B,gemma3:12b
q62,1,0.3333333333333333,0.0,0.6666666666666666,0.0,C,A,B,gemma3:12b
q62,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q62,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,B,gemma3:12b
q63,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q63,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b
q63,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b
q63,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b
q64,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q64,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q64,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q64,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q65,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b
q65,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,D,A,gemma3:12b
q65,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:12b
q65,3,0.0,0.0,0.3333333333333333,0.6666666666666666,D,B,A,gemma3:12b
q66,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q66,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q66,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q66,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q67,0,0.0,1.0,0.0,0.0,B,A,A,gemma3:12b
q67,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q67,2,0.0,0.0,0.0,1.0,D,C,A,gemma3:12b
q67,3,0.0,0.0,0.0,1.0,D,B,A,gemma3:12b
q68,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b
q68,1,0.3333333333333333,0.0,0.0,0.6666666666666666,D,A,B,gemma3:12b
q68,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q68,3,0.0,0.0,1.0,0.0,C,C,B,gemma3:12b
q69,0,0.0,0.0,1.0,0.0,C,B,B,gemma3:12b
q69,1,0.0,1.0,0.0,0.0,B,A,B,gemma3:12b
q69,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q69,3,0.0,0.0,0.0,1.0,D,C,B,gemma3:12b
q70,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q70,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q70,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q70,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q73,0,0.0,0.0,1.0,0.0,C,D,D,gemma3:12b
q73,1,0.6666666666666666,0.0,0.0,0.3333333333333333,A,C,D,gemma3:12b
q73,2,1.0,0.0,0.0,0.0,A,B,D,gemma3:12b
q73,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b
q76,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q76,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q76,2,0.5,0.0,0.5,0.0,C,A,C,gemma3:12b
q76,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q77,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q77,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q77,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q77,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q78,0,0.0,0.0,0.0,1.0,D,B,B,gemma3:12b
q78,1,0.0,0.0,0.6666666666666666,0.3333333333333333,C,A,B,gemma3:12b
q78,2,0.0,0.0,0.0,1.0,D,D,B,gemma3:12b
q78,3,0.3333333333333333,0.0,0.6666666666666666,0.0,C,C,B,gemma3:12b
q79,0,1.0,0.0,0.0,0.0,A,C,C,gemma3:12b
q79,1,0.0,0.0,0.0,1.0,D,B,C,gemma3:12b
q79,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b
q79,3,1.0,0.0,0.0,0.0,A,D,C,gemma3:12b
q82,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q82,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q82,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q82,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q83,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q83,1,0.0,0.0,0.3333333333333333,0.6666666666666666,D,C,D,gemma3:12b
q83,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b
q83,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b
q84,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q84,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q84,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q84,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q85,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q85,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q85,2,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,D,gemma3:12b
q85,3,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,D,gemma3:12b
q86,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q86,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q86,2,0.0,0.0,0.0,1.0,D,B,D,gemma3:12b
q86,3,0.0,0.0,0.0,1.0,D,A,D,gemma3:12b
q87,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q87,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q87,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q87,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q89,0,0.0,1.0,0.0,0.0,B,C,C,gemma3:12b
q89,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q89,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b
q89,3,0.0,1.0,0.0,0.0,B,D,C,gemma3:12b
q90,0,1.0,0.0,0.0,0.0,A,A,A,gemma3:12b
q90,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q90,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q90,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q91,0,0.0,0.0,0.0,1.0,D,C,C,gemma3:12b
q91,1,0.0,0.6666666666666666,0.3333333333333333,0.0,B,B,C,gemma3:12b
q91,2,0.0,1.0,0.0,0.0,B,A,C,gemma3:12b
q91,3,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,C,gemma3:12b
q92,0,0.0,1.0,0.0,0.0,B,C,C,gemma3:12b
q92,1,0.5,0.5,0.0,0.0,B,B,C,gemma3:12b
q92,2,0.0,0.0,0.0,1.0,D,A,C,gemma3:12b
q92,3,0.0,0.0,1.0,0.0,C,D,C,gemma3:12b
q94,0,0.0,0.0,1.0,0.0,C,C,C,gemma3:12b
q94,1,0.0,1.0,0.0,0.0,B,B,C,gemma3:12b
q94,2,1.0,0.0,0.0,0.0,A,A,C,gemma3:12b
q94,3,0.0,0.0,0.0,1.0,D,D,C,gemma3:12b
q93,0,0.0,1.0,0.0,0.0,B,B,B,gemma3:12b
q93,1,1.0,0.0,0.0,0.0,A,A,B,gemma3:12b
q93,2,0.0,1.0,0.0,0.0,B,D,B,gemma3:12b
q93,3,0.6666666666666666,0.0,0.3333333333333333,0.0,A,C,B,gemma3:12b
q96,0,0.0,0.0,0.0,1.0,D,A,A,gemma3:12b
q96,1,0.0,0.0,0.0,1.0,D,D,A,gemma3:12b
q96,2,0.0,0.0,1.0,0.0,C,C,A,gemma3:12b
q96,3,0.0,1.0,0.0,0.0,B,B,A,gemma3:12b
q95,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q95,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q95,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b
q95,3,0.5,0.0,0.0,0.5,D,A,D,gemma3:12b
q98,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q98,1,0.0,0.0,0.0,1.0,D,C,D,gemma3:12b
q98,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b
q98,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,A,D,gemma3:12b
q100,0,0.0,0.0,0.0,1.0,D,D,D,gemma3:12b
q100,1,0.0,0.0,1.0,0.0,C,C,D,gemma3:12b
q100,2,0.0,1.0,0.0,0.0,B,B,D,gemma3:12b
q100,3,1.0,0.0,0.0,0.0,A,A,D,gemma3:12b
