question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,temperature
q5,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q5,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q6,0,0.8,0.0,0.0,0.2,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q6,1,0.5333333333333333,0.4666666666666667,0.0,0.0,A,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q6,2,0.7333333333333333,0.0,0.0,0.26666666666666666,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q6,3,0.0,0.0,1.0,0.0,C,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q7,0,0.0,0.0,0.0,1.0,D,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q7,1,0.0,0.0,0.0,1.0,D,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q7,2,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q7,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q8,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q8,1,0.06666666666666667,0.4,0.06666666666666667,0.4666666666666667,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q8,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q8,3,0.0,0.0,0.0,1.0,D,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q9,0,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q9,1,0.8,0.2,0.0,0.0,A,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q9,2,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q9,3,0.26666666666666666,0.13333333333333333,0.0,0.6,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q10,0,0.7333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q10,1,0.8,0.2,0.0,0.0,A,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q10,2,0.7333333333333333,0.26666666666666666,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q10,3,0.7333333333333333,0.06666666666666667,0.0,0.2,A,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q11,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q11,1,0.6666666666666666,0.13333333333333333,0.0,0.2,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q11,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q11,3,0.2,0.3333333333333333,0.06666666666666667,0.4,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q12,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q12,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q12,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q12,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q13,0,0.0,1.0,0.0,0.0,B,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q13,1,0.0,1.0,0.0,0.0,B,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q13,2,1.0,0.0,0.0,0.0,A,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q13,3,0.0,0.3333333333333333,0.6666666666666666,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q14,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q14,1,0.5333333333333333,0.4,0.0,0.06666666666666667,A,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q14,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q14,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q15,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.7333333333333333,D,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q15,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q15,2,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.5333333333333333,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q15,3,0.0,0.0,0.0,1.0,D,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q16,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q16,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q16,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q16,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q17,0,0.26666666666666666,0.06666666666666667,0.0,0.6666666666666666,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q17,1,1.0,0.0,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q17,2,0.13333333333333333,0.0,0.0,0.8666666666666667,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q17,3,0.13333333333333333,0.0,0.0,0.8666666666666667,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q18,0,0.4,0.0,0.0,0.6,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q18,1,0.0,0.0,1.0,0.0,C,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q18,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q18,3,1.0,0.0,0.0,0.0,A,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q19,0,0.8666666666666667,0.06666666666666667,0.0,0.06666666666666667,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q19,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q19,2,0.06666666666666667,0.0,0.0,0.9333333333333333,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q19,3,0.3333333333333333,0.4666666666666667,0.0,0.2,B,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q20,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q20,1,0.4666666666666667,0.13333333333333333,0.3333333333333333,0.06666666666666667,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q20,2,0.13333333333333333,0.3333333333333333,0.0,0.5333333333333333,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q20,3,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q21,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q21,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q21,2,0.7333333333333333,0.26666666666666666,0.0,0.0,A,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q21,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q22,0,0.4,0.6,0.0,0.0,B,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q22,1,0.4,0.0,0.0,0.6,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q22,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q22,3,0.2,0.0,0.2,0.6,D,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q23,0,1.0,0.0,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q23,1,0.2,0.0,0.06666666666666667,0.7333333333333333,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q23,2,0.7333333333333333,0.0,0.26666666666666666,0.0,A,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q23,3,0.0,1.0,0.0,0.0,B,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q24,0,0.26666666666666666,0.6,0.0,0.13333333333333333,B,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q24,1,0.9333333333333333,0.06666666666666667,0.0,0.0,A,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q24,2,0.3333333333333333,0.0,0.0,0.6666666666666666,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q24,3,0.8666666666666667,0.0,0.13333333333333333,0.0,A,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q25,0,0.6,0.13333333333333333,0.0,0.26666666666666666,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q25,1,0.6,0.13333333333333333,0.06666666666666667,0.2,A,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q25,2,0.2,0.06666666666666667,0.0,0.7333333333333333,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q25,3,0.9333333333333333,0.0,0.0,0.06666666666666667,A,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q26,0,0.2,0.0,0.0,0.8,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q26,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q26,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q26,3,0.7333333333333333,0.06666666666666667,0.0,0.2,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q27,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q27,1,0.4,0.6,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q27,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q27,3,0.13333333333333333,0.0,0.0,0.8666666666666667,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q28,0,0.5333333333333333,0.0,0.0,0.4666666666666667,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q28,1,0.4666666666666667,0.0,0.4,0.13333333333333333,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q28,2,0.26666666666666666,0.3333333333333333,0.0,0.4,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q28,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q29,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q29,1,0.13333333333333333,0.4,0.06666666666666667,0.4,B,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q29,2,0.0,0.2,0.0,0.8,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q29,3,0.0,0.2,0.0,0.8,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q30,0,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q30,1,0.8,0.06666666666666667,0.0,0.13333333333333333,A,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q30,2,0.6,0.0,0.13333333333333333,0.26666666666666666,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q30,3,0.6,0.13333333333333333,0.26666666666666666,0.0,A,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q31,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q31,1,0.26666666666666666,0.5333333333333333,0.0,0.2,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q31,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q31,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q32,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q32,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q32,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q32,3,0.5333333333333333,0.06666666666666667,0.0,0.4,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q33,0,0.6,0.0,0.06666666666666667,0.3333333333333333,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q33,1,0.7333333333333333,0.0,0.0,0.26666666666666666,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q33,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q33,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q34,0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q34,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q34,2,0.06666666666666667,0.4,0.06666666666666667,0.4666666666666667,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q34,3,0.0,0.0,0.0,1.0,D,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q35,0,0.13333333333333333,0.3333333333333333,0.0,0.5333333333333333,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q35,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q35,2,0.7333333333333333,0.0,0.0,0.26666666666666666,A,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q35,3,0.2,0.0,0.0,0.8,D,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q36,0,1.0,0.0,0.0,0.0,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q36,1,0.13333333333333333,0.0,0.0,0.8666666666666667,D,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q36,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q36,3,0.4,0.13333333333333333,0.0,0.4666666666666667,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q37,0,0.2,0.0,0.8,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q37,1,0.06666666666666667,0.8666666666666667,0.0,0.06666666666666667,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q37,2,0.9333333333333333,0.0,0.06666666666666667,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q37,3,0.4,0.0,0.0,0.6,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q38,0,0.6666666666666666,0.26666666666666666,0.0,0.06666666666666667,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q38,1,0.4666666666666667,0.0,0.0,0.5333333333333333,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q38,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q38,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q39,0,1.0,0.0,0.0,0.0,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q39,1,0.9333333333333333,0.06666666666666667,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q39,2,0.9333333333333333,0.06666666666666667,0.0,0.0,A,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q39,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q40,0,0.13333333333333333,0.8666666666666667,0.0,0.0,B,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q40,1,1.0,0.0,0.0,0.0,A,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q40,2,0.2,0.0,0.0,0.8,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q40,3,0.0,0.0,1.0,0.0,C,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q41,0,0.9333333333333333,0.06666666666666667,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q41,1,0.26666666666666666,0.3333333333333333,0.0,0.4,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q41,2,1.0,0.0,0.0,0.0,A,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q41,3,0.4666666666666667,0.0,0.0,0.5333333333333333,D,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q42,0,0.2,0.0,0.0,0.8,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q42,1,0.26666666666666666,0.0,0.7333333333333333,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q42,2,0.2,0.8,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q42,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q43,0,0.3333333333333333,0.06666666666666667,0.0,0.6,D,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q43,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q43,2,0.0,0.0,0.0,1.0,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q43,3,0.5333333333333333,0.2,0.2,0.06666666666666667,A,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q44,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q44,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q44,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q44,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q45,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q45,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q45,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q45,3,0.4666666666666667,0.0,0.0,0.5333333333333333,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q46,0,0.0,0.0,0.0,1.0,D,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q46,1,0.0,0.0,0.0,1.0,D,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q46,2,0.13333333333333333,0.0,0.0,0.8666666666666667,D,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q46,3,0.0,0.0,0.0,1.0,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q47,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q47,1,0.0,0.0,1.0,0.0,C,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q47,2,0.0,1.0,0.0,0.0,B,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q47,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q48,0,0.13333333333333333,0.13333333333333333,0.0,0.7333333333333333,D,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q48,1,0.0,0.0,0.0,1.0,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q48,2,0.06666666666666667,0.0,0.4,0.5333333333333333,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q48,3,0.13333333333333333,0.06666666666666667,0.0,0.8,D,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q49,0,0.06666666666666667,0.9333333333333333,0.0,0.0,B,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q49,1,0.6,0.3333333333333333,0.0,0.06666666666666667,A,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q49,2,0.8,0.13333333333333333,0.0,0.06666666666666667,A,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q49,3,0.3333333333333333,0.06666666666666667,0.6,0.0,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q50,0,0.13333333333333333,0.6666666666666666,0.0,0.2,B,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q50,1,0.7333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q50,2,0.0,0.0,0.0,1.0,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q50,3,0.0,0.0,0.0,1.0,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q51,0,0.9333333333333333,0.0,0.0,0.06666666666666667,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q51,1,0.8666666666666667,0.13333333333333333,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q51,2,0.9333333333333333,0.06666666666666667,0.0,0.0,A,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q51,3,0.9333333333333333,0.0,0.0,0.06666666666666667,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q52,0,0.0,0.0,0.0,1.0,D,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q52,1,0.13333333333333333,0.3333333333333333,0.0,0.5333333333333333,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q52,2,0.0,0.0,0.0,1.0,D,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q52,3,0.0,0.3333333333333333,0.0,0.6666666666666666,D,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q53,0,0.9333333333333333,0.0,0.06666666666666667,0.0,A,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q53,1,0.0,0.8,0.0,0.2,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q53,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q53,3,0.0,0.9333333333333333,0.0,0.06666666666666667,B,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q54,0,0.0,0.0,1.0,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q54,1,0.0,1.0,0.0,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q54,2,1.0,0.0,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q54,3,1.0,0.0,0.0,0.0,A,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q55,0,0.6,0.4,0.0,0.0,A,A,A,Qwen/Qwen2.5-3B-Instruct,0.5
q55,1,0.2,0.0,0.0,0.8,D,D,A,Qwen/Qwen2.5-3B-Instruct,0.5
q55,2,0.13333333333333333,0.2,0.0,0.6666666666666666,D,C,A,Qwen/Qwen2.5-3B-Instruct,0.5
q55,3,0.4,0.0,0.5333333333333333,0.06666666666666667,C,B,A,Qwen/Qwen2.5-3B-Instruct,0.5
q56,0,0.3333333333333333,0.06666666666666667,0.6,0.0,C,C,C,Qwen/Qwen2.5-3B-Instruct,0.5
q56,1,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.0,B,B,C,Qwen/Qwen2.5-3B-Instruct,0.5
q56,2,0.6,0.4,0.0,0.0,A,A,C,Qwen/Qwen2.5-3B-Instruct,0.5
q56,3,0.2,0.0,0.2,0.6,D,D,C,Qwen/Qwen2.5-3B-Instruct,0.5
q57,0,0.13333333333333333,0.0,0.0,0.8666666666666667,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q57,1,0.13333333333333333,0.0,0.06666666666666667,0.8,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q57,2,0.4,0.0,0.0,0.6,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q57,3,1.0,0.0,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q58,0,0.5333333333333333,0.3333333333333333,0.0,0.13333333333333333,A,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q58,1,0.9333333333333333,0.06666666666666667,0.0,0.0,A,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q58,2,0.9333333333333333,0.06666666666666667,0.0,0.0,A,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q58,3,0.9333333333333333,0.06666666666666667,0.0,0.0,A,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q59,0,1.0,0.0,0.0,0.0,A,B,B,Qwen/Qwen2.5-3B-Instruct,0.5
q59,1,0.0,0.0,0.0,1.0,D,A,B,Qwen/Qwen2.5-3B-Instruct,0.5
q59,2,0.0,1.0,0.0,0.0,B,D,B,Qwen/Qwen2.5-3B-Instruct,0.5
q59,3,0.0,1.0,0.0,0.0,B,C,B,Qwen/Qwen2.5-3B-Instruct,0.5
q60,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
q60,1,0.0,0.0,0.0,1.0,D,C,D,Qwen/Qwen2.5-3B-Instruct,0.5
q60,2,0.13333333333333333,0.0,0.0,0.8666666666666667,D,B,D,Qwen/Qwen2.5-3B-Instruct,0.5
q60,3,0.4666666666666667,0.0,0.06666666666666667,0.4666666666666667,D,A,D,Qwen/Qwen2.5-3B-Instruct,0.5
q61,0,0.0,0.0,0.0,1.0,D,D,D,Qwen/Qwen2.5-3B-Instruct,0.5
